School_ID,SCHOOL NAME,City,State,Zip,Phone,Student_Count_Total,Student_Count_Low_Income,Student_Count_English_Learners,Dress_Code,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Transportation_Bus,Transportation_El,Transportation_AmTrack,School_Hours
1648,TRUMAN COLLEGE,CHICAGO,IL,60640,7735351120,227,217,2,Y,74.7,83.5,Level 1,"1, 15, 29","Green, Red",,9:00 am-4:14 pm
1649,RICHARD J DALEY COLLEGE,CHICAGO,IL,60652,7735356215,300,289,56,Y,,,Level 2+,,,,08:45 AM-03:45 PM
1650,CITY COLLEGES OF CHICAGO-MALCOLM X,CHICAGO,IL,60612,3129999360,323,298,3,N,24.4,,Level 1,,,,
1652,HAROLD WASHINGTON COLLEGE,CHICAGO,IL,60601,7738908060,77,71,21,N,,,Level 2,,,,
1653,OLIVE-HARVEY COLLEGE,CHICAGO,IL,60628,7737727170,131,131,9,N,6.8,,Level 1,,,,
1654,KENNEDY KING COLLEGE,CHICAGO,IL,60621,7735356250,350,343,50,Y,,,Level 2,"5, 26, 71, 87",,Metra Electric District (ME),07:45 AM-02:45 PM
1655,WRIGHT COLLEGE,CHICAGO,IL,60634,7735347500,2108,880,21,N,85.2,96.2,Level 1+,"9, 20, 0126",Blue,,8:00 AM - 3:15 PM
1657,MIDWESTERN UNIVERSITY,DOWNERS GROVE,IL,60515,7735350600,664,649,2,Y,,,Level 1,"5, 15, 71, J14",,,08:45 AM-03:45 PM
1659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE,NORTH CHICAGO,IL,60064,7735347010,375,346,37,N,51,62.9,Level 2+,"9, 56, 66",Blue,,9:00 AM - 4:15 PM
1663,SPERTUS COLLEGE,CHICAGO,IL,60605,7734681300,344,334,1,Y,,,Level 1,34,Red,Metra Electric District (ME),7:45 AM - 3:15 PM
1664,UNIVERSITY OF ST FRANCIS,JOLIET,IL,60435,7737789455,730,680,57,Y,,,Level 2,,Red,,"7:45 AM-3:25 PM Mon - Thurs, 7:45 AM - 1:50 PM Fri"
1665,COLUMBIA COLLEGE,CHICAGO,IL,60605,7735344120,347,98,17,Y,,,Level 1,"50, 73, 132",,"Union Pacific North (UP-N), Union Pacific Northwest (UP-NW)",08:30 AM-03:30 PM
1666,CONCORDIA UNIVERSITY,RIVER FOREST,IL,60305,7735347755,269,244,1,Y,60,69.5,Level 2,"12, 60","Blue, Pink, Red",,9:00 AM-3:35 PM
1669,DANVILLE AREA COMMUNITY COLLEGE,DANVILLE,IL,61832,7735355250,494,451,15,Y,45.7,91,Level 1,34,Red,,7:45 AM - 3:41 PM
1671,DEPAUL UNIVERSITY,CHICAGO,IL,60604,7735341188,488,69,36,Y,,,Level 1+,,,,8:45 AM-3:45 PM
1674,EASTERN ILLINOIS UNIVERSITY,CHARLESTON,IL,61920,7735346900,170,150,3,Y,35.9,57.9,Level 2,"7, 12, 94",Blue,,9:00 AM - 4:23 PM
1675,ELGIN COMMUNITY COLLEGE,ELGIN,IL,60123,7735359930,916,666,2,N,85.1,93.4,Level 1+,34111119,Orange,Metra Electric District (ME),8:00 AM - 3:30 PM
1676,ELMHURST COLLEGE,ELMHURST,IL,60126,7735355850,417,408,145,Y,,,Level 2+,"21, 49",Pink,,07:45 AM-02:45 PM
1678,EUREKA COLLEGE,EUREKA,IL,61530,7735353565,430,397,8,Y,,,Level 2,"8, 44, 75",,,08:45 AM-03:45 PM
1681,HIGHLAND COMMUNITY COLLEGE,FREEPORT,IL,61032,2156691475,204,203,1,N,7.8,,Level 1+,,,,
1684,GREENVILLE COLLEGE,GREENVILLE,IL,62246,7734881634,491,399,0,N,,,Level 2+,,,,8:25 AM-4:00 PM
1685,HEBREW THEOLOGICAL COLLEGE,SKOKIE,IL,60077,7735358250,375,356,0,Y,,,Level 1,"9, 44",Red,,07:45 AM-02:45 PM
1688,ILLINOIS COLLEGE,JACKSONVILLE,IL,62650,7735356640,404,387,2,Y,,,Level 2+,"15, J14, 79",Red,,08:00 AM-03:00 PM
1689,ILLINOIS COLLEGE OF OPTOMETRY,CHICAGO,IL,60616,7735352076,167,106,76,N,,,Inability to Rate,,,,7:30 AM-2:30 PM
1691,ILLINOIS INSTITUTE OF TECHNOLOGY,CHICAGO,IL,60616,7735357930,495,473,73,Y,72.7,69.9,Level 1+,"5, 26, 71",,Metra Electric District (ME),8:10 AM-3:50 PM
1692,ILLINOIS STATE UNIVERSITY,NORMAL,IL,61790,7735362399,355,231,2,Y,,,Level 1,"47, 4",,Metra Electric District (ME),8:00 am-3:30 pm
1693,NORTHEASTERN ILLINOIS UNIV,CHICAGO,IL,60625,7735347070,578,344,67,Y,,,Level 1+,"8, 60, 157",Blue,,07:45 AM-02:45 PM
1694,CHICAGO STATE UNIVERSITY,CHICAGO,IL,60628,7735342201,291,39,0,N,,,Level 1+,,,,7:45 AM - 2:45 PM
1696,ILLINOIS WESLEYAN UNIVERSITY,BLOOMINGTON,IL,61701,3125639044,97,96,2,N,8.3,,Level 1,,,,
1699,JOLIET JUNIOR COLLEGE,JOLIET,IL,60431,7735355525,212,85,0,N,,,Level 1+,111,Red,Metra Electric District (ME),9:00 AM-4:00 PM
1700,JUDSON UNIVERSITY,ELGIN,IL,60123,7735353275,440,435,1,Y,,,Level 2,44,Green,,08:00 AM-03:00 PM
1701,KASKASKIA COLLEGE,CENTRALIA,IL,62801,7739074840,147,128,18,N,26.4,,Level 1,,,,
1703,KENDALL COLLEGE,CHICAGO,IL,60622,7735821100,460,319,140,Y,,,Level 1,"47, 54, 62",Orange,,8:00 AM-4:00 PM
1704,KNOX COLLEGE,GALESBURG,IL,61401,7734784434,421,394,2,Y,64.3,78.6,Level 2+,"9, 48, 79, 169",Green,,8:00 AM-3:30 PM
1705,ILLINOIS VALLEY COMMUNITY COLLEGE,OGLESBY,IL,61348,7735344400,756,722,275,Y,,,Level 2+,"53, 73",,,07:45 AM-02:45 PM
1706,LAKE FOREST COLLEGE,LAKE FOREST,IL,60045,7735344000,710,667,62,Y,43.3,83.5,Level 2+,"49, 70","Blue, Red",,8:00 AM - 3:00 PM
1707,LEWIS UNIVERSITY,ROMEOVILLE,IL,60446,7735341635,295,293,0,Y,,,Level 2,"12, 82",,,07:45 AM-02:45 PM
1708,LINCOLN CHRISTIAN UNIVERSITY,LINCOLN,IL,62656,7735352170,661,377,55,Y,,,Level 1,"62, 62H",,,07:45 AM-02:45 PM
1709,LINCOLN COLLEGE,LINCOLN,IL,62656,7735355385,357,344,0,Y,,,Level 2,"8A, 108",Red,,08:45 AM-03:45 PM
1710,LOYOLA UNIVERSITY CHICAGO,CHICAGO,IL,60626,7735791220,347,312,32,N,22.4,,Level 2,,,,
1716,MACCORMAC COLLEGE,CHICAGO,IL,60602,3124290027,0,0,0,N,18.2,,Inability to Rate,,,,
1717,MACMURRAY COLLEGE,JACKSONVILLE,IL,62650,7735351666,418,412,14,Y,,,Level 1+,"8, 51, 55",Red,,M-Th 07:45 AM-03:15 PM; F: 7:45 AM-12:45 PM
1722,MCKENDREE UNIVERSITY,LEBANON,IL,62254,7735345766,407,380,139,Y,,,Level 1+,"135, 145, 148",,,08:45 AM-03:45 PM
1724,MILLIKIN UNIVERSITY,DECATUR,IL,62522,7735347405,349,312,4,Y,,,Level 2+,,,,8:00 AM-3:30 PM
1725,MONMOUTH COLLEGE,MONMOUTH,IL,61462,7735342000,629,588,235,Y,51.5,64,Level 2+,"22, 155",Red,Union Pacific North (UP-N),8:00 AM - 3:11 PM
1727,MOODY BIBLE INSTITUTE,CHICAGO,IL,60610,7735348470,562,170,16,Y,,,Level 1+,"9, 11, 22, 26, 72, 73, 156",Brown,,09:00 AM-04:00 PM
1728,MORTON COLLEGE,CICERO,IL,60804,7737220200,639,574,7,Y,,,Level 2,,Blue,,8:30 am-4:00 pm
1732,NATIONAL UNIV OF HEALTH SCIENCES,LOMBARD,IL,60148,7735652100,287,268,14,N,,,Level 2+,"8, 9, 72",,,8:00 AM-3:30 PM
1733,NATIONAL-LOUIS UNIVERSITY,CHICAGO,IL,60603,7735341600,585,562,367,Y,,,Inability to Rate,"35, 82",,,07:45 AM-02:45 PM
1734,NORTH CENTRAL COLLEGE,NAPERVILLE,IL,60540,7736240700,292,237,4,Y,,,Level 1,"4, 39, 43, 47",,,8:00 AM-3:30 PM
1735,NORTH PARK UNIVERSITY,CHICAGO,IL,60625,7735340540,273,26,2,N,,,Level 1+,"82, 93",Brown,,7:45 AM - 2:45 PM
1737,NORTHERN ILLINOIS UNIVERSITY,DEKALB,IL,60115,7735341650,515,493,204,Y,,,Level 2+,"53, 60",,,8:00 AM-3:00 PM
1739,NORTHWESTERN UNIV,EVANSTON,IL,60208,7735341530,361,354,2,Y,,,Level 1+,18,Pink,,08:00 AM-03:00 PM
1741,OLIVET NAZARENE UNIVERSITY,BOURBONNAIS,IL,60914,7735356425,251,210,0,Y,,,Level 1,"14, 15, 87",,Metra Electric District (ME),8:15 AM-3:15 PM
1742,IL EASTERN COMM COLGS-OLNEY CENTRAL,OLNEY,IL,62450,7735353530,154,138,0,Y,50.7,73.9,Level 2,"24, 63","Green, Red",,8:00 AM - 3:13 PM
1745,QUINCY UNIVERSITY,QUINCY,IL,62301,7736482130,161,161,16,N,6.9,,Level 1,,,,
1746,ROBERT MORRIS UNIVERSITY ILLINOIS,CHICAGO,IL,60605,7735341070,789,102,40,N,,,Level 1+,"90N, 68",Blue,Union Pacific Northwest (UP-NW),8:30 AM-3:30 PM
1747,ROCK VALLEY COLLEGE,ROCKFORD,IL,61114,7735352500,706,290,8,N,79.8,74.7,Level 1+,"52A, 53A, 112",,,7:30 AM-3:00 PM
1748,ROCKFORD UNIVERSITY,ROCKFORD,IL,61108,7735341770,1084,1046,365,Y,,,Level 2+,"60, 94",Pink,,9:00 AM-4:00 PM
1749,ROOSEVELT UNIVERSITY,CHICAGO,IL,60605,7735351757,294,292,5,Y,,,Level 1+,"44, 51",Orange,,08:30 AM-03:30 PM
1750,DOMINICAN UNIVERSITY,RIVER FOREST,IL,60305,7735347665,489,452,155,Y,,,Level 1,"9, 65, 66",Blue,,07:30 AM-02:30 PM
1752,SAUK VALLEY COMMUNITY COLLEGE,DIXON,IL,61021,7735211303,412,392,0,Y,,,Level 2+,,,,8:00 am-3:30 pm
1753,SCHOOL OF ART INSTITUTE OF CHICAGO,CHICAGO,IL,60603,7735345550,570,110,8,N,,,Level 1+,"22, 77","Brown, Purple, Red",,8:45 AM - 3:45 PM
1756,SHIMER COLLEGE,CHICAGO,IL,60616,7735354466,331,323,52,Y,,,Level 1,"52, 60",,,08:00 AM-03:00 PM
1757,SOUTHEASTERN ILLINOIS COLLEGE,HARRISBURG,IL,62946,7735352080,743,378,90,Y,,,Level 1,,,,7:45 am-2:45 pm
E00505,ST JOSEPH'S COLLEGE-SUFFOLK CAMPUS,PATCHOGUE,NY,11772,7735343090,781,460,206,Y,,,Level 1,,,,08:00 AM-03:00 PM
E00546,NY INSTITUTE OF TECHNOLOGY-OSTEOPATHIC M,OLD WESTBURY,NY,11568,7735346025,531,520,19,Y,,,Level 1,"66, 85",,,07:45 AM-02:45 PM
E00911,PACIFIC COLLEGE OF ORIENTAL MEDICINE - N,NEW YORK,NY,10010,7735353300,510,402,0,Y,,,Level 1,4,,Metra Electric District (ME),07:45 AM-02:45 PM
E00922,ITT TECHNICAL INSTITUTE,ALBANY,NY,12205,7735343535,636,401,213,Y,,,Level 1,"56, 85, 85A",Blue,,07:45 AM-02:45 PM
E01255,LINCOLN TECHNICAL INSTITUTE - WHITESTONE,WHITESTONE,NY,11357,7735344415,742,345,43,N,,,Level 1,"50, 56, 72","Blue, Orange",,9:00 AM-04:00 PM
E01670,RIDLEY - LOWELL BUSINESS & TECHNICAL INS,POUGHKEEPSIE,NY,12601,7735353035,565,560,2,Y,,,Level 2+,"29, 71",Red,,09:00 AM-04:00 PM
E01719,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,BUFFALO,NY,14223,7735346746,355,347,3,Y,,,Level 2+,"20, 53",,,08:45 AM-03:45 PM
E01739,MAKE-UP DESIGNORY -,NEW YORK,NY,10012,7735343030,1334,1207,222,Y,47.4,71.3,Level 2,"76, 77, 86",,,8:45 AM - 3:56 PM
E01740,ALLEN SCHOOL - BROOKLYN,BROOKLYN,NY,11201,7735345470,582,126,30,N,,,Level 1+,"50, 152",,,08:00 AM-03:00 PM
E01868,FINGER LAKES SCHOOL OF MASSAGE (THE) -,MOUNT KISCO,NY,10549,7735346500,394,385,19,Y,45.3,39,Level 3,"53, 66",,,"7:45am - 2:42pm (M,T,TH,F); 7:45am - 1:32pm (W)"
E01897,CONTINENTAL SCHOOL OF BEAUTY CULTURE - M,MATTYDALE,NY,13211,7739629256,139,117,0,N,20.8,,Level 2+,,,,
E01999,CONTINENTAL SCHOOL OF BEAUTY CULTURE -,BATAVIA,NY,14020,7735353870,359,328,4,Y,,,Level 2+,"3, 4, 75",,,07:45 AM-02:45 PM
E02126,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO",NEW YORK MILLS,NY,13417,7735349120,559,266,48,N,,,Level 1+,"8, 44",Orange,,7:30 AM - 2:30 PM
E02188,NEW YORK MEDICAL CAREER TRAINING CENTER,NEW YORK,NY,10018,7735348000,566,329,33,N,,,Level 1+,"8, 9, 72, 73",Red,,7:30 AM-2:30 PM
G02669,BANK STREET COLLEGE OF EDUCATION,NEW YORK,NY,10025,7735347295,468,411,28,Y,,,Level 1,"12, 49, 157",Blue,,7:30 AM - 2:30 PM
G02674,NEW YORK THEOLOGICAL SEMINARY,NEW YORK,NY,10115,7735356390,431,354,5,Y,,,Level 2+,"14, 15, 95E",Red,,07:30 AM-02:30 PM
G02677,BROOKLYN LAW SCHOOL,BROOKLYN,NY,11201,7732657232,535,484,0,Y,,,Inability to Rate,"20, 52, 126",Blue,,08:30 AM-05:00 PM
G02700,COLGATE ROCHESTER CROZER DIVINITY S,ROCHESTER,NY,14620,7735356340,379,359,13,Y,,,Level 1+,"30, 87",Red,Metra Electric District (ME),7:30 am - 3:00 pm
G02726,GENERAL THEOLOGICAL SEMINARY,NEW YORK,NY,10011,7735346250,520,449,6,Y,54.1,85.8,Level 2+,"7, 57, 126",,,7:45 AM - 3:09 PM
G02749,NEW YORK COLLEGE OF PODIATRIC MED,NEW YORK,NY,10035,7734335000,554,298,102,Y,,,Level 1,,Blue,"Milwaukee District North (MD-N), Union Pacific Northwest (UP-NW)",8:00 am-3:30 pm
G02783,NEW YORK LAW SCHOOL,NEW YORK,NY,10013,7735349129,402,379,3,Y,,,Level 2,3,,,09:00 AM-04:00 PM
G02784,NEW YORK MEDICAL COLLEGE,VALHALLA,NY,10595,7735359080,257,251,11,Y,,,Level 2,"48, 55",Orange,,07:45 AM-02:45 PM
G02807,ROCKEFELLER UNIVERSITY,NEW YORK,NY,10021,7735346880,243,208,0,Y,,,Level 2+,,Blue,,7:45 AM - 2:45 PM
G02822,CHRIST THE KING SEMINARY,EAST AURORA,NY,14052,7735421640,465,422,0,Y,,,Level 1,,Pink,,8:00 am-3:30 pm
G02833,ST VLADIMIR ORTHODOX THEOL SEM,CRESTWOOD,NY,10707,7735347685,410,201,15,N,,,Level 1+,"20, 50","Blue, Green, Orange, Pink",,9:00 AM-4:00 PM
G02886,ALBANY LAW SCHOOL,ALBANY,NY,12208,7735358040,448,413,124,N,,,Inability to Rate,,,,
G02887,ALBANY MEDICAL COLLEGE,ALBANY,NY,12208,7735351150,364,339,7,Y,65.5,80.6,Level 2,"1, 29","Green, Red",Metra Electric District (ME),9:00 AM - 4:15 PM
G02890,UNION THEOLOGICAL SEMINARY,NEW YORK,NY,10027,7735359130,451,429,13,Y,,,Level 2,"9, 59, 63",Green,,09:00 AM-04:00 PM
G03979,COLUMBIA UNIV TEACHERS COLLEGE,NEW YORK,NY,10027,7735353480,318,317,4,Y,,,Level 2+,"44, 67, 69",,,9:00 AM-4:00 PM
G04054,HEBREW UNION COL-JEWISH INST OF REL,NEW YORK,NY,10012,7735359255,279,271,2,N,,,Level 1,,,,8:00 AM-3:45 PM
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,NEW YORK,NY,10021,7735303040,242,215,10,Y,,,Inability to Rate,,,,7:25 a.m. - 3:45 p.m.
G07026,MOUNT SINAI SCHOOL OF MEDICINE,NEW YORK,NY,10029,3122254668,194,188,1,N,17.6,,Level 2+,,,,
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,BRONX,NY,10461,7735359070,1132,1063,141,Y,62.2,80.5,Level 1+,"52, 52A, 55",Orange,,"M, T, Th, F 8:00 AM - 3:23 PM; W 8:00 AM - 2:20"
G24601,UNIV OF ROCHESTER SCHL OF MEDICINE,ROCHESTER,NY,14642,7735793480,611,568,121,Y,63,84.5,Level 1+,"47, 53A",,,8:00 AM-4:00 PM
G31913,CUNY SCHOOL OF LAW @ QUEENS COLLEGE,FLUSHING,NY,11367,7734172045,22,21,0,N,,,Level 2+,,,,
G32163,UNIFICATION THEOLOGICAL SEMINARY,BARRYTOWN,NY,12507,7735343600,206,158,72,N,10.8,27.8,Inability to Rate,,,,7:15 AM-2:14 PM
G34194,NORTHEASTERN SEMINARY,ROCHESTER,NY,14624,7735793475,612,552,273,Y,,,Level 1+,,,,8:00 AM-3:30 PM
G34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE,MINEOLA,NY,11501,7734333530,484,431,201,Y,,,Level 2+,,,,8:10 AM-3:30 PM
G38813,CLARKSON UNIVERSITY - CAPITAL REGION CAM,SCHENECTADY,NY,12308,7735353875,242,241,0,Y,,,Level 2,"8, 67",,,8:45 AM-3:45 PM
G41798,SOTHEBY'S INSTITUTE OF ART - NY,NEW YORK,NY,10022,7735359375,389,348,196,Y,,,Inability to Rate,"48, 49, 94",Orange,,7:30 AM-2:30 PM
G42076,AMERICAN ACADEMY OF PERSONAL TRAINING,NEW YORK,NY,10011,7735351230,1340,1100,3,Y,,,Level 2+,"15, 29, 55",Red,,8:45 AM-3:45 PM
G42238,ELECTRICAL TRAINING CENTER (THE),COPIAGUE,NY,11726,7737239631,147,144,0,N,0,,Level 2+,,,,
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNO,EAST ELMHURST,NY,11369,7734985085,518,496,31,N,12.8,,Level 2,,,,
2666,ADELPHI UNIVERSITY,GARDEN CITY,NY,11530,7737293400,702,606,6,Y,,,Level 1+,87,Red,Rock Island District (RI),7:55 AM-4:00 PM
2668,ALFRED UNIVERSITY,ALFRED,NY,14802,7735357320,1042,1003,98,Y,,,Level 1+,"47, 48, 49",Orange,,7:45 AM - 3:32 PM
2671,BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,12504,7735844300,434,412,4,Y,,,Level 1,,,,8:25 AM-4:00 PM
2678,BRYANT & STRATTON COLLEGE,BUFFALO,NY,14203,7739931770,1094,1037,167,Y,76.9,,Level 1+,"52A, 67, 94",,,7:45 AM - 3:40 PM
2681,CANISIUS COLLEGE,BUFFALO,NY,14208,7735349257,119,109,34,Y,3.7,,Inability to Rate,,"Green, Red",,7:15a.m.-2:45p.m.
2685,CAZENOVIA COLLEGE,CAZENOVIA,NY,13035,7736379430,531,476,215,Y,,,Level 1+,,,,8:00 am-3:30 pm
2686,CITY UNIV OF NEW YORK-CENTRAL,NEW YORK,NY,10021,3124555442,733,695,303,Y,,,Level 2,,,,8:00 AM-3:30 PM
2687,CUNY-BROOKLYN COLLEGE,BROOKLYN,NY,11210,7735340660,273,269,3,Y,40,70.9,Level 3,"20, 57, 85",Green,,8:55 AM - 4:15 PM
2688,CITY COLLEGE-CUNY,NEW YORK,NY,10031,7088872735,967,789,92,Y,,,Level 1+,76,Blue,Milwaukee District North (MD-N),8:30 AM - 4:00 PM
2689,CUNY-HUNTER COLLEGE,NEW YORK,NY,10021,7735342320,1160,985,112,Y,54.4,82.8,Level 1,"50, 92",Brown,,7:45 AM - 3:00 PM
2690,QUEENS COLLEGE-CUNY,FLUSHING,NY,11367,3127684858,898,765,68,Y,88,83.3,Level 1+,"50, 12",,,8:00 AM-3:50 PM
2691,CUNY- BOROUGH OF MANHATTAN CMTY CLG,NEW YORK,NY,10007,7735350860,408,403,0,Y,,,Level 1+,"29, 55",Red,,08:45 AM-03:45 PM
2692,CUNY BRONX COMMUNITY COLLEGE,BRONX,NY,10453,7735342890,561,489,20,Y,63.3,87.6,Level 1,"22, 36, 84, 50",Red,,8:15 a.m. - 3:20 p.m.
2693,CUNY-JOHN JAY CLG CRIMINAL JUSTICE,NEW YORK,NY,10019,7733586120,371,340,1,Y,75.7,73.1,Level 1+,"44, 75",Red,,8:15 AM-3:45 PM
2694,KINGSBOROUGH COMMUNITY COLLEGE,BROOKLYN,NY,11235,7735345484,471,84,16,N,,,Level 1,"9, 152, 11",Brown,,07:45 AM-02:45 PM
2696,NY CITY COLLEGE OF TECHNOLOGY-CUNY,BROOKLYN,NY,11201,7737622272,178,176,0,N,6.3,,Level 1,,,,
2697,QUEENSBOROUGH COMMUNITY COLLEGE,BAYSIDE,NY,11364,7735340960,565,107,47,Y,,,Level 1,"88, 90N",Blue,,07:45 AM-02:45 PM
2698,CUNY THE COLLEGE OF STATEN ISLAND,STATEN ISLAND,NY,10314,7735353045,432,425,0,Y,,,Level 2,"24, 75",Red,,08:45 AM-03:45 PM
2699,CLARKSON UNIVERSITY,POTSDAM,NY,13699,7735345720,852,141,74,N,,,Level 1+,"11, 22, 36, 74","Brown, Purple, Red",,08:45 AM-03:45 PM
2701,COLGATE UNIVERSITY,HAMILTON,NY,13346,7735346791,373,368,7,Y,,,Level 1,"52, 94",,Union Pacific West (UP-W),08:45 AM-03:45 PM
2703,COLLEGE OF MOUNT SAINT VINCENT,RIVERDALE,NY,10471,7735353892,401,395,3,Y,,,Level 2,"8, 67",,,07:45 AM-02:45 PM
2704,COLLEGE OF NEW ROCHELLE,NEW ROCHELLE,NY,10805,7735345250,990,923,434,Y,,,Level 1,"56, 77",Blue,,07:45 AM-02:45 PM
2705,COLLEGE OF SAINT ROSE,ALBANY,NY,12203,7735352640,415,82,12,Y,,,Level 2+,52A,,,08:00 AM-03:00 PM
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW Y,NEW YORK,NY,10027,7735355725,1386,1261,139,Y,54.9,72.2,Level 1,30,,,9:00 AM - 4:23 PM
2708,BARNARD COLLEGE-COLUMBIA UNIV,NEW YORK,NY,10027,7735344080,460,434,140,Y,,,Level 1,"49, 66",,,08:45 AM-03:45 PM
2709,CONCORDIA COLLEGE,BRONXVILLE,NY,10708,7735343351,454,321,58,Y,,,Level 2,"90, 307",Blue,Milwaukee District West (MD-W),7:30 AM-2:30 PM
2710,COOPER UNION,NEW YORK,NY,10003,7735359414,496,426,5,Y,,,Level 2+,"52A, 79",,SouthWest Service (SWS),08:30 AM-03:30 PM
2711,CORNELL UNIVERSITY,ITHACA,NY,14853,7735344365,878,844,313,Y,,,Level 1,"53, 65, 72",,,7:45 AM-2:45 PM
2712,D'YOUVILLE COLLEGE,BUFFALO,NY,14201,7735353550,286,277,2,Y,,,Level 2,"4, 87",,Metra Electric District (ME),07:45 AM-02:45 PM
2713,DOMINICAN COLLEGE,ORANGEBURG,NY,10962,7735355560,313,290,0,Y,,,Level 1+,,,,8:30 am-3:30 pm
2718,ELMIRA COLLEGE,ELMIRA,NY,14901,3124323224,284,272,126,Y,,,Level 1+,,,,8:00 am-3:00 pm
2722,FORDHAM UNIVERSITY,BRONX,NY,10458,3122674486,666,479,41,N,68,50,Level 2+,"8, 20, 0126",,,8:00 AM-2:45 PM
2727,PACE UNIVERSITY - WHITE PLAINS,WHITE PLAINS,NY,10603,7735355340,566,549,4,Y,,,Level 1+,"8A, 108, 111",Red,,08:45 AM-03:45 PM
2728,HAMILTON COLLEGE,CLINTON,NY,13323,7735341840,271,265,1,Y,41.2,58.9,Level 3,"12, 18, 52",,,08:00 AM - 03:30 PM
2729,HARTWICK COLLEGE,ONEONTA,NY,13820,7735342025,1189,1099,623,Y,,,Level 1+,,,,08:30 AM-03:30 PM
2731,HOBART & WILLIAM SMITH COLLEGES,GENEVA,NY,14456,7735352322,711,605,243,Y,,,Level 1+,"53A, 87",,,07:45 AM-02:45 PM
2732,HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,7735345400,4187,2033,20,Y,85,95.9,Level 1+,"49, 52, 77, 152","Blue, Brown",,8:00 AM - 3:15 PM
2734,HOUGHTON COLLEGE,HOUGHTON,NY,14744,7735359340,783,755,63,Y,,,Level 1,"49, 94",,,08:15 AM-03:15 PM
2735,HILBERT COLLEGE,HAMBURG,NY,14075,7735343576,940,721,141,Y,,,Level 1,"80, 85",,,08:45 AM-03:45 PM
2737,IONA COLLEGE,NEW ROCHELLE,NY,10801,7735343000,941,898,369,Y,,,Level 1+,86,,Milwaukee District West (MD-W),7:30 AM-2:30 PM
2739,ITHACA COLLEGE,ITHACA,NY,14850,7735351777,134,128,1,Y,,,Level 2,43,,,08:00 AM-03:00 PM
2740,JEWISH THEOLOGICAL SEMINARY OF AMER,NEW YORK,NY,10027,7732520970,168,167,17,N,4.2,,Level 2+,,,,
2742,THE JUILLIARD SCHOOL,NEW YORK,NY,10023,7735343100,1554,1483,686,Y,,,Level 1+,"74, 85",,,9:00 am - 4:00 pm
2744,KEUKA COLLEGE,KEUKA PARK,NY,14478,7735357226,483,442,179,Y,,,Level 1,35,,,08:30 AM-03:30 PM
2748,LEMOYNE COLLEGE,SYRACUSE,NY,13214,7735345460,637,104,34,Y,,,Level 1+,"22, 36, 8","Brown, Purple, Red",,7:30 AM - 2:30 PM
2751,LONG ISLAND UNIVERSITY,BROOKVILLE,NY,11548,7735346455,350,346,1,Y,43.8,57.7,Level 2,"20, 52, 82, 126",,,8:00 AM - 3:08 PM
2758,MANHATTAN COLLEGE,RIVERDALE,NY,10471,7735350870,331,249,22,Y,,,Level 1,,,,08:15 AM-03:15 PM
2759,MANHATTAN SCHOOL OF MUSIC,NEW YORK,NY,10027,7735352821,286,255,0,Y,,,Level 1+,,,,8:00 AM-3:00 PM
2760,MANHATTANVILLE COLLEGE,PURCHASE,NY,10577,7735341194,511,47,23,Y,,,Level 1+,85A,Blue,Milwaukee District North (MD-N),08:30 AM-03:30 PM
2763,MARIA COLLEGE,ALBANY,NY,12208,7735346780,396,382,3,Y,,,Level 1,"20, 94",Green,,07:45 AM-02:45 PM
2765,MARIST COLLEGE,POUGHKEEPSIE,NY,12601,7735347030,1580,1512,273,N,50.6,80.9,Level 2+,"9, 21, 60","Blue, Pink, Red",,9:00 AM - 4:15 PM
2769,MARYMOUNT MANHATTAN COLLEGE,NEW YORK,NY,10021,7735345535,722,118,19,N,,,Level 1+,74,"Brown, Purple, Red",,08:30 AM-03:30 PM
2772,MERCY COLLEGE,DOBBS FERRY,NY,10522,7735354700,1001,932,288,Y,,,Level 1+,67,,,08:15 AM-03:15 PM
2775,MOLLOY COLLEGE,ROCKVILLE CENTRE,NY,11570,7735344550,496,383,156,Y,,,Level 1,"52, 73",Blue,,9:00 AM - 4:00 PM
2777,MEDAILLE COLLEGE,BUFFALO,NY,14214,7735356625,287,278,8,Y,,,Level 1,,,,8:15 AM-3:15 PM
2778,MOUNT SAINT MARY COLLEGE,NEWBURGH,NY,12550,7735355400,477,446,0,N,48,54.6,Level 3,"5, 34, 95E, 100, 103, 106, 111, 119",Red,,8:45 AM-4:00 PM
2779,NAZARETH COLLEGE OF ROCHESTER,ROCHESTER,NY,14618,7735341736,654,646,304,Y,,,Level 2+,"21, 52",Pink,,7:45 AM-2:45 PM
2780,THE NEW SCHOOL,NEW YORK,NY,10011,7735359150,157,157,1,Y,31.9,62.1,Level 2,"9, 48, 63",Blue,,8:04 AM-3:12 PM
