School Id,School Name,Address,City,State,Zip Code,Men Arrested,Women Arrested,Total,People arrested using Weapons,People arrested using Drugs,People arrested using Liquor,Suspensions Per 100 Students Year 1 %,Suspensions Per 100 Students Year 2 %,Suspensions Per 100 Students Avg %,Misconducts To Suspensions Year 1 %,Misconducts To Suspensions Year 2 %,Misconducts To Suspensions Avg %
1636,SOUTHWESTERN ILLINOIS COLLEGE,2500 CARLYLE AVE,BELLEVILLE,IL,62221,1519,2470,3989,16,44,23,0.6,1.4,8.1,9.1,29.2,18.8
1638,BLACK HAWK COLLEGE,6600 34TH AVENUE,MOLINE,IL,61265,1519,2470,3989,8,63,25,62.6,85.3,8.1,34.6,42.4,18.8
1639,BLACKBURN COLLEGE,700 COLLEGE AVENUE,CARLINVILLE,IL,62626,1695,3855,5550,16,25,56,3.5,1.7,8.1,34.6,23.5,18.8
1640,PRAIRIE STATE COLLEGE,202 SOUTH HALSTED,CHICAGO HEIGHTS,IL,60411,1695,3855,5550,13,66,25,,,8.1,,,18.8
1641,BRADLEY UNIVERSITY,1501 W BRADLEY AVE,PEORIA,IL,61625,1355,2110,3465,60,22,19,25.7,49,8.1,16,18.4,18.8
1643,SPOON RIVER COLLEGE,23235 N COUNTY 22,CANTON,IL,61520,1355,2110,3465,12,30,97,0.2,0.5,8.1,7.7,28.6,18.8
1647,CITY COLLEGES OF CHICAGO,226 W JACKSON BLVD 11TH FLOOR,CHICAGO,IL,60606,3849,5618,9467,23,56,74,9,14.2,8.1,47.8,23,18.8
1648,TRUMAN COLLEGE,1145 W WILSON AVE,CHICAGO,IL,60640,3849,5618,9467,4,87,50,,,8.1,,,18.8
1649,RICHARD J DALEY COLLEGE,7500 S PULASKI RD,CHICAGO,IL,60652,3414,4951,8365,5,29,63,2.3,2.3,8.1,8.2,17,18.8
1650,CITY COLLEGES OF CHICAGO-MALCOLM X,1900 W VAN BUREN,CHICAGO,IL,60612,3414,4951,8365,14,28,54,,,8.1,,,18.8
1652,HAROLD WASHINGTON COLLEGE,30 E LAKE ST,CHICAGO,IL,60601,3777,5316,9093,16,32,52,1.2,1.6,8.1,19.5,10.7,18.8
1653,OLIVE-HARVEY COLLEGE,10001 SOUTH WOODLAWN AVE,CHICAGO,IL,60628,4492,6278,10770,10,43,76,1.7,1.9,8.1,92.3,68.4,18.8
1654,KENNEDY KING COLLEGE,6800 S WENTWORTH AVE,CHICAGO,IL,60621,4492,6278,10770,22,44,69,0.2,0.1,8.1,12.5,14.3,18.8
1655,WRIGHT COLLEGE,4300 N NARRAGANSETT AVE,CHICAGO,IL,60634,1739,3500,5239,11,16,47,2.4,2.3,8.1,13.3,20.6,18.8
1657,MIDWESTERN UNIVERSITY,555 31ST ST,DOWNERS GROVE,IL,60515,468,541,1009,9,23,99,0,0,8.1,0,0,18.8
1659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE,3333 GREEN BAY ROAD-FAO,NORTH CHICAGO,IL,60064,390,132,522,15,68,15,0.6,4,8.1,100,63.6,18.8
1663,SPERTUS COLLEGE,610 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60605,1202,1490,2692,17,34,65,7.1,7.7,8.1,53.7,33.3,18.8
1664,UNIVERSITY OF ST FRANCIS,500 N WILCOX STREET,JOLIET,IL,60435,1202,1490,2692,16,25,56,,,8.1,,,18.8
1665,COLUMBIA COLLEGE,600 S MICHIGAN AVE,CHICAGO,IL,60605,273,266,539,13,66,25,0.4,1.5,8.1,6.3,25.9,18.8
1666,CONCORDIA UNIVERSITY,7400 AUGUSTA STREET,RIVER FOREST,IL,60305,3407,5113,8520,60,22,19,1,3.6,8.1,20,28.6,18.8
1669,DANVILLE AREA COMMUNITY COLLEGE,2000 EAST MAIN STREET,DANVILLE,IL,61832,4799,5537,10336,4,87,50,0.5,0.2,8.1,42.9,6.3,18.8
1671,DEPAUL UNIVERSITY,1 EAST JACKSON,CHICAGO,IL,60604,1299,1999,3298,12,30,97,,,8.1,,,18.8
1674,EASTERN ILLINOIS UNIVERSITY,600 LINCOLN AVENUE,CHARLESTON,IL,61920,316,379,695,19,28,48,1,1.1,8.1,2.9,45.5,18.8
1675,ELGIN COMMUNITY COLLEGE,1700 SPARTAN DR,ELGIN,IL,60123,13,230,243,13,45,75,6.1,1.6,8.1,22.5,4.9,18.8
1676,ELMHURST COLLEGE,190 PROSPECT AVENUE,ELMHURST,IL,60126,51,280,331,15,39,12,0.4,3.6,8.1,15.4,35.8,18.8
1678,EUREKA COLLEGE,300 COLLEGE AVE,EUREKA,IL,61530,156,181,337,8,22,62,1.4,7.2,8.1,8.7,28.2,18.8
1681,HIGHLAND COMMUNITY COLLEGE,2998 W PEARL CITY RD,FREEPORT,IL,61032,18,17,35,5,29,63,1.4,0.8,8.1,17.2,13.8,18.8
1684,GREENVILLE COLLEGE,P.O. BOX 159,GREENVILLE,IL,62246,1986,3952,5938,14,28,54,0,0,8.1,0,0,18.8
1685,HEBREW THEOLOGICAL COLLEGE,7135 NORTH CARPENTER ROAD,SKOKIE,IL,60077,4,50,54,16,32,52,0,0,8.1,0,0,18.8
1688,ILLINOIS COLLEGE,1101 WEST COLLEGE,JACKSONVILLE,IL,62650,628,693,1321,10,43,76,1.4,1,8.1,32,27.3,18.8
1689,ILLINOIS COLLEGE OF OPTOMETRY,3241 S MICHIGAN ST,CHICAGO,IL,60616,5,221,226,20,55,48,20.6,9.3,8.1,31.8,12.2,18.8
1691,ILLINOIS INSTITUTE OF TECHNOLOGY,3300 S FEDERAL ST,CHICAGO,IL,60616,3,60,63,14,62,66,9.6,62.3,8.1,45.7,40,18.8
1692,ILLINOIS STATE UNIVERSITY,302 HOVEY HALL CAMPUS BOX 1000,NORMAL,IL,61790,1,87,88,10,43,76,,,8.1,,,18.8
1693,NORTHEASTERN ILLINOIS UNIV,5500 NO ST LOUIS,CHICAGO,IL,60625,26,128,154,11,19,85,1.6,1.8,8.1,26.4,57.1,18.8
1694,CHICAGO STATE UNIVERSITY,9501 SOUTH KING DR,CHICAGO,IL,60628,69,457,526,23,56,74,0,0.2,8.1,0,28.6,18.8
1696,ILLINOIS WESLEYAN UNIVERSITY,1312 N. PARK STREET,BLOOMINGTON,IL,61701,703,1101,1804,4,87,50,,,8.1,,,18.8
1699,JOLIET JUNIOR COLLEGE,1215 HOUBOLT ROAD,JOLIET,IL,60431,1019,1195,2214,12,30,97,,,8.1,,,18.8
1700,JUDSON UNIVERSITY,1151 NO STATE STREET,ELGIN,IL,60123,13694,15354,29048,23,56,74,13.4,31.3,8.1,40.8,64.8,18.8
1701,KASKASKIA COLLEGE,27210 COLLEGE RD,CENTRALIA,IL,62801,2212,3742,5954,8,22,62,19.6,26.4,8.1,27.1,21,18.8
1703,KENDALL COLLEGE,900 N. NORTH BRANCH STREET,CHICAGO,IL,60622,175,472,647,9,23,53,0.2,0.1,8.1,20,5.9,18.8
1704,KNOX COLLEGE,**,GALESBURG,IL,61401,815,1027,1842,11,19,85,,,8.1,,,18.8
1705,ILLINOIS VALLEY COMMUNITY COLLEGE,815 N ORLANDO SMITH AVENUE,OGLESBY,IL,61348,4377,5327,9704,8,22,62,1.5,1.1,8.1,5.9,2.7,18.8
1706,LAKE FOREST COLLEGE,555 N SHERIDAN RD,LAKE FOREST,IL,60045,4377,5327,9704,9,23,53,10.4,20.3,8.1,28.4,31.3,18.8
1707,LEWIS UNIVERSITY,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,60446,459,496,955,11,19,85,21.7,30.3,8.1,10.9,47.4,18.8
1708,LINCOLN CHRISTIAN UNIVERSITY,100 CAMPUS VIEW DRIVE,LINCOLN,IL,62656,524,771,1295,15,39,12,74.2,69.9,8.1,30.8,17.2,18.8
1709,LINCOLN COLLEGE,300 KEOKUK ST,LINCOLN,IL,62656,5127,2665,7792,9,23,53,,,8.1,,,18.8
1710,LOYOLA UNIVERSITY CHICAGO,1032 WEST SHERIDAN ROAD,CHICAGO,IL,60626,5127,2665,7792,11,19,85,,,8.1,,,18.8
1716,MACCORMAC COLLEGE,29 EAST MADISON,CHICAGO,IL,60602,201,499,700,20,55,48,4.4,3.4,8.1,50,57.6,18.8
1717,MACMURRAY COLLEGE,447 E COLLEGE AVE,JACKSONVILLE,IL,62650,9139,11621,20760,14,62,66,0.2,0.8,8.1,0.7,3.4,18.8
1722,MCKENDREE UNIVERSITY,701 COLLEGE ROAD,LEBANON,IL,62254,1389,1921,3310,11,44,22,2.5,1.5,8.1,18.6,13.9,18.8
1724,MILLIKIN UNIVERSITY,1184 WEST MAIN,DECATUR,IL,62522,17,99,116,12,63,33,56.8,75.9,8.1,42.6,6.1,18.8
1725,MONMOUTH COLLEGE,700 EAST BROADWAY,MONMOUTH,IL,61462,29,59,88,11,19,85,4.1,9.2,8.1,37.1,8.6,18.8
1727,MOODY BIBLE INSTITUTE,820 NORTH LASALLE BOULEVARD,CHICAGO,IL,60610,1531,2044,3575,20,55,48,2.2,2.2,8.1,12.7,26.5,18.8
1728,MORTON COLLEGE,3801 SOUTH CENTRAL,CICERO,IL,60804,619,585,1204,14,62,66,11,10.8,8.1,33.7,42.8,18.8
1732,NATIONAL UNIV OF HEALTH SCIENCES,200 E ROOSEVELT RD,LOMBARD,IL,60148,829,1187,2016,11,44,22,1.9,0,8.1,4.2,0,18.8
1733,NATIONAL-LOUIS UNIVERSITY,122 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60603,6790,8154,14944,12,63,33,,,8.1,,,18.8
1734,NORTH CENTRAL COLLEGE,30 N BRAINARD PO BOX 3063,NAPERVILLE,IL,60540,517,757,1274,23,25,45,10.6,5.9,8.1,38.2,41.7,18.8
1735,NORTH PARK UNIVERSITY,FIN AID OFF-3225 W FOSTER AVE,CHICAGO,IL,60625,517,757,1274,19,66,19,0.8,0,8.1,33.3,0,18.8
1737,NORTHERN ILLINOIS UNIVERSITY,ALTGELD HALL - ROOM 300A,DEKALB,IL,60115,1266,2040,3306,21,22,11,9.5,6.8,8.1,83.3,78.3,18.8
1739,NORTHWESTERN UNIV,1801 HINMAN AVE 2ND FLOOR,EVANSTON,IL,60208,1895,2577,4472,13,30,25,1.3,8.4,8.1,14.8,47.9,18.8
1741,OLIVET NAZARENE UNIVERSITY,ONE UNIVERSITY AVENUE,BOURBONNAIS,IL,60914,330,945,1275,16,56,30,2.5,0.5,8.1,6.5,1.8,18.8
1742,IL EASTERN COMM COLGS-OLNEY CENTRAL,305 NORTH WEST STREET,OLNEY,IL,62450,1859,2205,4064,15,87,50,0,0,8.1,0,0,18.8
1745,QUINCY UNIVERSITY,1800 COLLEGE AVENUE,QUINCY,IL,62301,571,826,1397,23,56,74,5.7,4.6,8.1,9.9,18,18.8
1746,ROBERT MORRIS UNIVERSITY ILLINOIS,401 SOUTH STATE STREET,CHICAGO,IL,60605,6837,8127,14964,19,28,48,0,0,8.1,0,0,18.8
1747,ROCK VALLEY COLLEGE,3301 N MULFORD RD,ROCKFORD,IL,61114,698,902,1600,21,36,57,3.6,4.3,8.1,5.9,4.1,18.8
1748,ROCKFORD UNIVERSITY,5050 E STATE ST,ROCKFORD,IL,61108,212,189,401,16,44,23,0,0.7,8.1,0,2.8,18.8
1749,ROOSEVELT UNIVERSITY,430 S MICHIGAN AVE,CHICAGO,IL,60605,212,189,401,8,22,62,1.5,0.4,8.1,9.6,8,18.8
1750,DOMINICAN UNIVERSITY,7900 WEST DIVISION STREET,RIVER FOREST,IL,60305,2366,2875,5241,9,23,53,,,8.1,,,18.8
1752,SAUK VALLEY COMMUNITY COLLEGE,173 ILLINOIS RT 2,DIXON,IL,61021,45,271,316,16,25,56,7,2.2,8.1,45.5,9.6,18.8
1753,SCHOOL OF ART INSTITUTE OF CHICAGO,36 S WABASH AVE,CHICAGO,IL,60603,45,271,316,13,66,25,,,8.1,,,18.8
1756,SHIMER COLLEGE,3424 SOUTH STATE STREET,CHICAGO,IL,60616,3634,4280,7914,60,22,19,5,2.4,8.1,12.3,21.6,18.8
1757,SOUTHEASTERN ILLINOIS COLLEGE,3575 COLLEGE ROAD,HARRISBURG,IL,62946,703,1101,1804,4,87,50,0.8,0.7,8.1,4.6,7.6,18.8
E00505,ST JOSEPH'S COLLEGE-SUFFOLK CAMPUS,155 ROE BLVD,PATCHOGUE,NY,11772,1341,200,1541,16,44,23,,,8.1,,,18.8
E00546,NY INSTITUTE OF TECHNOLOGY-OSTEOPATHIC M,NORTHERN BOULEVARD,OLD WESTBURY,NY,11568,2079,5177,7256,5,29,63,,,8.1,,,18.8
E00911,PACIFIC COLLEGE OF ORIENTAL MEDICINE - N,915 BROADWAY,NEW YORK,NY,10010,2079,5177,7256,14,28,54,12.6,10.4,8.1,42.1,58.2,18.8
E00922,ITT TECHNICAL INSTITUTE,13 AIRLINE DRIVE,ALBANY,NY,12205,2079,5177,7256,16,32,52,1.1,2.4,8.1,26.8,37.1,18.8
E01255,LINCOLN TECHNICAL INSTITUTE - WHITESTONE,15-30 PETRACCA PLACE,WHITESTONE,NY,11357,2079,5177,7256,10,43,76,2.9,4.1,8.1,0.3,0.5,18.8
E01670,RIDLEY - LOWELL BUSINESS & TECHNICAL INS,26 SOUTH HAMILTON STREET,POUGHKEEPSIE,NY,12601,2079,5177,7256,12,30,97,0,2.5,8.1,0,62.5,18.8
E01719,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,326 KENMORE AVENUE,BUFFALO,NY,14223,1682,2311,3993,15,39,12,9.1,5.5,8.1,10.9,21.7,18.8
E01739,MAKE-UP DESIGNORY -,375 W. BROADWAY,NEW YORK,NY,10012,312,134,446,9,23,53,0,1.7,8.1,0,44.4,18.8
E01740,ALLEN SCHOOL - BROOKLYN,188 MONTAGUE STREET,BROOKLYN,NY,11201,76,353,429,11,19,85,,,8.1,,,18.8
E01868,FINGER LAKES SCHOOL OF MASSAGE (THE) -,272 NORTH BEDFORD ROAD,MOUNT KISCO,NY,10549,589,893,1482,20,55,48,5.3,0.9,8.1,4.8,1.5,18.8
E01897,CONTINENTAL SCHOOL OF BEAUTY CULTURE - M,2803 BREWERTON ROAD,MATTYDALE,NY,13211,589,893,1482,14,62,66,20.4,9.7,8.1,78.7,57.1,18.8
E01999,CONTINENTAL SCHOOL OF BEAUTY CULTURE -,215 MAIN STREET,BATAVIA,NY,14020,208,206,414,11,44,22,,,8.1,,,18.8
E02126,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO",4948 COMMERCIAL DRIVE,NEW YORK MILLS,NY,13417,385,437,822,12,63,33,3.3,1.6,8.1,8.1,75,18.8
E02188,NEW YORK MEDICAL CAREER TRAINING CENTER,500 8TH AVENUE,NEW YORK,NY,10018,1073,1213,2286,60,22,19,1.6,1,8.1,9.1,6.1,18.8
G02669,BANK STREET COLLEGE OF EDUCATION,610 W 112TH ST,NEW YORK,NY,10025,27,346,373,13,66,25,,,8.1,,,18.8
G02674,NEW YORK THEOLOGICAL SEMINARY,475 RIVERSIDE DRIVE,NEW YORK,NY,10115,19,87,106,60,22,19,,,8.1,,,18.8
G02677,BROOKLYN LAW SCHOOL,250 JORALEMON STREET,BROOKLYN,NY,11201,87,174,261,4,87,50,1.9,0.5,8.1,68.8,37.5,18.8
G02700,COLGATE ROCHESTER CROZER DIVINITY S,1100 S GOODMAN STREET,ROCHESTER,NY,14620,170,323,493,12,30,97,,,8.1,,,18.8
G02726,GENERAL THEOLOGICAL SEMINARY,175 NINTH AVENUE,NEW YORK,NY,10011,51,241,292,19,28,48,8.6,1.1,8.1,26.9,40.9,18.8
G02749,NEW YORK COLLEGE OF PODIATRIC MED,53 EAST 124TH STREET,NEW YORK,NY,10035,481,1028,1509,13,45,75,7.7,11.3,8.1,4.1,22,18.8
G02783,NEW YORK LAW SCHOOL,57 WORTH ST,NEW YORK,NY,10013,481,1028,1509,15,39,12,,,8.1,,,18.8
G02784,NEW YORK MEDICAL COLLEGE,ADMINISTRATION BLDG,VALHALLA,NY,10595,1130,22,1152,8,22,62,,,8.1,,,18.8
G02807,ROCKEFELLER UNIVERSITY,1230 YORK AVENUE,NEW YORK,NY,10021,4,60,64,16,32,52,,,8.1,,,18.8
G02822,CHRIST THE KING SEMINARY,711 KNOX ROAD,EAST AURORA,NY,14052,0,179,179,10,43,76,,,8.1,,,18.8
G02833,ST VLADIMIR ORTHODOX THEOL SEM,575 SCARSDALE RD,CRESTWOOD,NY,10707,56,206,262,11,19,85,4,5.7,8.1,57.1,12.4,18.8
G02886,ALBANY LAW SCHOOL,80 NEW SCOTLAND AVE,ALBANY,NY,12208,66,584,650,23,56,74,4.6,1.9,8.1,27.8,13.3,18.8
G02887,ALBANY MEDICAL COLLEGE,47 NEW SCOTLAND ADM R214/MC-1,ALBANY,NY,12208,1022,1310,2332,4,87,50,9.5,6.7,8.1,24,1.8,18.8
G02890,UNION THEOLOGICAL SEMINARY,3041 BROADWAY,NEW YORK,NY,10027,1022,1310,2332,12,30,97,3,4.8,8.1,9.1,6.3,18.8
G03979,COLUMBIA UNIV TEACHERS COLLEGE,525 WEST 120TH STREET BOX 309,NEW YORK,NY,10027,1,2547,2548,15,39,12,3.7,2.8,8.1,23.7,33.3,18.8
G04054,HEBREW UNION COL-JEWISH INST OF REL,ONE WEST 4TH STREET,NEW YORK,NY,10012,282,13,295,8,22,62,2.7,10.4,8.1,5.9,33.5,18.8
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,1300 YORK AVENUE,NEW YORK,NY,10021,1564,2839,4403,9,23,53,3,1,8.1,28.1,16.1,18.8
G07026,MOUNT SINAI SCHOOL OF MEDICINE,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,1564,2839,4403,11,19,85,15.8,7.5,8.1,47.9,51.6,18.8
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,1300 MORRIS PARK AVENUE,BRONX,NY,10461,1564,2839,4403,20,55,48,,,8.1,,,18.8
G24601,UNIV OF ROCHESTER SCHL OF MEDICINE,601 ELMWOOD AVE BOX 601,ROCHESTER,NY,14642,25,0,25,14,62,66,14.8,10.1,8.1,79.3,78.9,18.8
G31913,CUNY SCHOOL OF LAW @ QUEENS COLLEGE,65-21 MAIN STREET,FLUSHING,NY,11367,44,0,44,7,44,99,4.6,1,8.1,15.4,2.2,18.8
G32163,UNIFICATION THEOLOGICAL SEMINARY,30 SEMINARY DRIVE,BARRYTOWN,NY,12507,52,202,254,14,28,54,28.4,28.7,8.1,18,21.1,18.8
G34194,NORTHEASTERN SEMINARY,2265 WESTSIDE DRIVE,ROCHESTER,NY,14624,4,110,114,16,32,52,21.8,7.2,8.1,38.3,27.5,18.8
G34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE,155 FIRST STREET,MINEOLA,NY,11501,237,758,995,10,43,76,0.3,1,8.1,9.3,9,18.8
G38813,CLARKSON UNIVERSITY - CAPITAL REGION CAM,80 NOTT TERRACE,SCHENECTADY,NY,12308,190,291,481,7,44,99,,,8.1,,,18.8
G41798,SOTHEBY'S INSTITUTE OF ART - NY,"570 LEXINGTON AVENUE, 6TH FLOOR",NEW YORK,NY,10022,431,924,1355,15,77,38,,,8.1,,,18.8
G42076,AMERICAN ACADEMY OF PERSONAL TRAINING,138 WEST 14TH STREET,NEW YORK,NY,10011,431,924,1355,19,40,33,,,8.1,,,18.8
G42238,ELECTRICAL TRAINING CENTER (THE),65 ELM STREET,COPIAGUE,NY,11726,3,111,114,10,65,20,14.7,15.2,8.1,7.2,10.1,18.8
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNO,86-01 23RD AVENUE,EAST ELMHURST,NY,11369,5,180,185,5,29,63,,,8.1,,,18.8
2666,ADELPHI UNIVERSITY,SOUTH AVENUE,GARDEN CITY,NY,11530,599,576,1175,14,28,54,40.4,41.7,8.1,43.6,34.6,18.8
2668,ALFRED UNIVERSITY,STUDENT FIN AID OFC/SAXON DR,ALFRED,NY,14802,2558,3368,5926,16,32,52,29.8,26.2,8.1,52.8,36.6,18.8
2671,BARD COLLEGE,ANNANDALE RD,ANNANDALE-ON-HUDSON,NY,12504,64,253,317,10,43,76,1.6,2.1,8.1,26.5,19.3,18.8
2678,BRYANT & STRATTON COLLEGE,465 MAIN STREET SUITE 400,BUFFALO,NY,14203,67,272,339,11,19,85,2,2.4,8.1,6.2,14.1,18.8
2681,CANISIUS COLLEGE,2001 MAIN STREET,BUFFALO,NY,14208,139,350,489,23,56,74,9.3,19.6,8.1,29.6,24.7,18.8
2685,CAZENOVIA COLLEGE,22 SULLIVAN STREET,CAZENOVIA,NY,13035,139,461,600,7,44,99,12.8,3.9,8.1,18,5.4,18.8
2686,CITY UNIV OF NEW YORK-CENTRAL,535 EAST 80TH ST,NEW YORK,NY,10021,79,297,376,15,77,38,23.7,19.7,8.1,5.5,5.1,18.8
2687,CUNY-BROOKLYN COLLEGE,BEDFORD AVE AVE H,BROOKLYN,NY,11210,1724,2176,3900,19,40,33,0.5,0.7,8.1,6.1,6.6,18.8
2688,CITY COLLEGE-CUNY,138TH ST & CONVENT AVE,NEW YORK,NY,10031,4,206,210,8,22,62,1.4,1.4,8.1,42.9,5.3,18.8
2689,CUNY-HUNTER COLLEGE,695 PARK AVE,NEW YORK,NY,10021,4,206,210,9,23,53,3.2,1.1,8.1,84.4,20.5,18.8
2690,QUEENS COLLEGE-CUNY,65-30 KISSENA BLVD,FLUSHING,NY,11367,70,447,517,4,87,50,5.2,16,8.1,66.7,67.1,18.8
2691,CUNY- BOROUGH OF MANHATTAN CMTY CLG,199 CHAMBERS STREET,NEW YORK,NY,10007,1663,2521,4184,12,30,97,0,0,8.1,0,0,18.8
2692,CUNY BRONX COMMUNITY COLLEGE,UNIVERSITY AVE & WEST 181 ST,BRONX,NY,10453,1663,2521,4184,15,39,12,3.2,11.5,8.1,13.6,19.5,18.8
2693,CUNY-JOHN JAY CLG CRIMINAL JUSTICE,445 WEST 59TH STREET,NEW YORK,NY,10019,275,797,1072,8,22,62,11,9.7,8.1,81.4,68.7,18.8
2694,KINGSBOROUGH COMMUNITY COLLEGE,2001 ORIENTAL BOULEVARD,BROOKLYN,NY,11235,641,0,641,9,23,53,1.1,1.4,8.1,5.5,19.3,18.8
2696,NY CITY COLLEGE OF TECHNOLOGY-CUNY,300 JAY ST /RM NG-13/NAMM HALL,BROOKLYN,NY,11201,21,36,57,9,23,53,1.8,1,8.1,3.7,10,18.8
2697,QUEENSBOROUGH COMMUNITY COLLEGE,222-05 56TH AVENUE FIN AID OFF,BAYSIDE,NY,11364,57,27,84,11,19,85,4.3,1.1,8.1,51.6,26,18.8
2698,CUNY THE COLLEGE OF STATEN ISLAND,2800 VICTORY BLVD. 2A-104,STATEN ISLAND,NY,10314,6,323,329,20,55,48,,,8.1,,,18.8
2699,CLARKSON UNIVERSITY,PO BOX 5615,POTSDAM,NY,13699,19,40,59,14,62,66,,,8.1,,,18.8
2701,COLGATE UNIVERSITY,13 OAK DRIVE,HAMILTON,NY,13346,2710,1200,3910,11,44,22,4.3,4.7,8.1,37,21.4,18.8
2703,COLLEGE OF MOUNT SAINT VINCENT,6301 RIVERDALE AVE,RIVERDALE,NY,10471,770,1043,1813,23,25,45,,,8.1,,,18.8
2704,COLLEGE OF NEW ROCHELLE,CASTLE PLACE,NEW ROCHELLE,NY,10805,14,75,89,19,66,19,1,3.2,8.1,50,54.2,18.8
2705,COLLEGE OF SAINT ROSE,432 WESTERN AVE,ALBANY,NY,12203,44,40,84,21,22,11,0.2,0.7,8.1,2.5,13.3,18.8
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW Y,210 KENT HALL,NEW YORK,NY,10027,1273,1588,2861,13,30,25,0.5,0.3,8.1,18.2,20,18.8
2708,BARNARD COLLEGE-COLUMBIA UNIV,3009 BROADWAY,NEW YORK,NY,10027,329,866,1195,16,56,30,0.2,0,8.1,4,0,18.8
2709,CONCORDIA COLLEGE,171 WHITE PLAINS ROAD,BRONXVILLE,NY,10708,13893,14193,28086,10,65,20,,,8.1,,,18.8
2710,COOPER UNION,30 COOPER SQUARE,NEW YORK,NY,10003,637,1140,1777,13,45,75,1.4,6.2,8.1,5.9,8.7,18.8
2711,CORNELL UNIVERSITY,203 DAY HALL,ITHACA,NY,14853,11,122,133,15,39,12,2.6,5.5,8.1,1.7,5,18.8
2712,D'YOUVILLE COLLEGE,320 PORTER AVE,BUFFALO,NY,14201,373,783,1156,8,22,62,1.3,1.6,8.1,6.4,10.5,18.8
2713,DOMINICAN COLLEGE,470 WESTERN HIGHWAY,ORANGEBURG,NY,10962,6,89,95,5,29,63,0,0,8.1,0,0,18.8
2718,ELMIRA COLLEGE,1 PARK PLACE,ELMIRA,NY,14901,3,34,37,14,28,54,3.1,1,8.1,18.2,20,18.8
2722,FORDHAM UNIVERSITY,441 E FORDHAM ROAD,BRONX,NY,10458,4,255,259,14,28,54,1.2,0,8.1,18.2,0,18.8
2727,PACE UNIVERSITY - WHITE PLAINS,78 N. BROADWAY,WHITE PLAINS,NY,10603,660,312,972,16,32,52,2.8,6,8.1,6.1,12,18.8
2728,HAMILTON COLLEGE,198 COLLEGE HILL ROAD,CLINTON,NY,13323,11223,10681,21904,10,43,76,4.8,9.2,8.1,13.3,8.4,18.8
2729,HARTWICK COLLEGE,**,ONEONTA,NY,13820,5963,6059,12022,12,30,97,1.7,1.4,8.1,18.2,12.8,18.8
2731,HOBART & WILLIAM SMITH COLLEGES,337 PULTENEY,GENEVA,NY,14456,494,543,1037,23,56,74,7.8,12.9,8.1,41.1,24.5,18.8
2732,HOFSTRA UNIVERSITY,126 HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,494,543,1037,4,87,50,4.1,5.1,8.1,61,53.6,18.8
2734,HOUGHTON COLLEGE,1 WILLARD AVE.,HOUGHTON,NY,14744,494,543,1037,12,30,97,3.2,9.6,8.1,15.3,19.5,18.8
2735,HILBERT COLLEGE,5200 SO PARK AVE,HAMBURG,NY,14075,9199,9234,18433,10,65,20,2.7,1.7,8.1,72.7,83.3,18.8
2737,IONA COLLEGE,715 NORTH AVENUE,NEW ROCHELLE,NY,10801,637,1140,1777,13,45,75,0.3,3,8.1,11.1,41.7,18.8
2739,ITHACA COLLEGE,FINANCIAL AID- 330 EGBERT HALL,ITHACA,NY,14850,275,797,1072,15,39,12,0,0.5,8.1,0,11.4,18.8
2740,JEWISH THEOLOGICAL SEMINARY OF AMER,3080 BROADWAY,NEW YORK,NY,10027,1657,2315,3972,8,22,62,,,8.1,,,18.8
2742,THE JUILLIARD SCHOOL,60 LINCOLN CENTER PLAZA,NEW YORK,NY,10023,1657,2315,3972,9,23,53,2.1,3.3,8.1,100,82.4,18.8
2744,KEUKA COLLEGE,141 CENTRAL AVENUE,KEUKA PARK,NY,14478,32,267,299,22,44,69,,,8.1,,,18.8
2748,LEMOYNE COLLEGE,1419 SALT SPRING ROAD,SYRACUSE,NY,13214,1435,1424,2859,11,16,47,0.6,6,8.1,10.5,54.8,18.8
2751,LONG ISLAND UNIVERSITY,UNIVERSITY CENTER,BROOKVILLE,NY,11548,9199,9234,18433,9,23,99,2.4,1.3,8.1,33.8,42.4,18.8
2758,MANHATTAN COLLEGE,4513 MANHATTAN COLLEGE PKWY,RIVERDALE,NY,10471,415,961,1376,15,68,15,0,2.8,8.1,0,17.7,18.8
2759,MANHATTAN SCHOOL OF MUSIC,120 CLAREMONT AVE,NEW YORK,NY,10027,4896,6538,11434,17,34,65,0.7,0.2,8.1,15.8,6.7,18.8
2760,MANHATTANVILLE COLLEGE,2900 PURCHASE STREET,PURCHASE,NY,10577,6885,10525,17410,16,25,56,0,0.4,8.1,0,25,18.8
2763,MARIA COLLEGE,700 NEW SCOTLAND AVENUE,ALBANY,NY,12208,373,783,1156,13,66,25,1.4,4.6,8.1,28.6,24.6,18.8
