School ID,School Name,City,State,Zip,Phone,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Graduation Rate School,College Enrollment Rate School
G02886,ALBANY LAW SCHOOL,ALBANY,NY,12208,7735358040,90,305,364,312,,
G02887,ALBANY MEDICAL COLLEGE,ALBANY,NY,12208,7735351150,105,400,417,389,80.6,65.5
G02890,UNION THEOLOGICAL SEMINARY,NEW YORK,NY,10027,7735359130,72,384,364,368,,
G03979,COLUMBIA UNIV TEACHERS COLLEGE,NEW YORK,NY,10027,7735353480,29,400,390,403,,
G04054,HEBREW UNION COL-JEWISH INST OF REL,NEW YORK,NY,10012,7735359255,s,s,s,s,,
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,NEW YORK,NY,10021,7735303040,8,435,383,379,,
G07026,MOUNT SINAI SCHOOL OF MEDICINE,NEW YORK,NY,10029,3122254668,13,398,391,394,,17.6
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,BRONX,NY,10461,7735359070,89,438,443,431,80.5,62.2
G24601,UNIV OF ROCHESTER SCHL OF MEDICINE,ROCHESTER,NY,14642,7735793480,85,406,391,392,84.5,63
G31913,CUNY SCHOOL OF LAW @ QUEENS COLLEGE,FLUSHING,NY,11367,7734172045,s,s,s,s,,
G32163,UNIFICATION THEOLOGICAL SEMINARY,BARRYTOWN,NY,12507,7735343600,185,471,472,448,27.8,10.8
G34194,NORTHEASTERN SEMINARY,ROCHESTER,NY,14624,7735793475,20,441,499,413,,
G34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE,MINEOLA,NY,11501,7734333530,102,365,361,359,,
G38813,CLARKSON UNIVERSITY - CAPITAL REGION CAM,SCHENECTADY,NY,12308,7735353875,s,s,s,s,,
G41798,SOTHEBY'S INSTITUTE OF ART - NY,NEW YORK,NY,10022,7735359375,68,387,357,381,,
G42076,AMERICAN ACADEMY OF PERSONAL TRAINING,NEW YORK,NY,10011,7735351230,72,586,584,570,,
G42238,ELECTRICAL TRAINING CENTER (THE),COPIAGUE,NY,11726,7737239631,41,407,386,396,,0
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNO,EAST ELMHURST,NY,11369,7734985085,144,364,379,371,,12.8
2666,ADELPHI UNIVERSITY,GARDEN CITY,NY,11530,7737293400,134,413,396,395,,
2668,ALFRED UNIVERSITY,ALFRED,NY,14802,7735357320,142,398,421,396,,
2671,BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,12504,7735844300,42,367,373,350,,
2678,BRYANT & STRATTON COLLEGE,BUFFALO,NY,14203,7739931770,72,363,385,364,,76.9
2681,CANISIUS COLLEGE,BUFFALO,NY,14208,7735349257,113,397,410,380,,3.7
2685,CAZENOVIA COLLEGE,CAZENOVIA,NY,13035,7736379430,31,371,377,355,,
2686,CITY UNIV OF NEW YORK-CENTRAL,NEW YORK,NY,10021,3124555442,94,367,376,350,,
2687,CUNY-BROOKLYN COLLEGE,BROOKLYN,NY,11210,7735340660,12,382,372,368,70.9,40
2688,CITY COLLEGE-CUNY,NEW YORK,NY,10031,7088872735,28,359,335,341,,
2689,CUNY-HUNTER COLLEGE,NEW YORK,NY,10021,7735342320,s,s,s,s,82.8,54.4
2690,QUEENS COLLEGE-CUNY,FLUSHING,NY,11367,3127684858,52,361,367,383,83.3,88
2691,CUNY- BOROUGH OF MANHATTAN CMTY CLG,NEW YORK,NY,10007,7735350860,76,393,399,387,,
2692,CUNY BRONX COMMUNITY COLLEGE,BRONX,NY,10453,7735342890,59,398,411,394,87.6,63.3
2693,CUNY-JOHN JAY CLG CRIMINAL JUSTICE,NEW YORK,NY,10019,7733586120,58,397,391,381,73.1,75.7
2694,KINGSBOROUGH COMMUNITY COLLEGE,BROOKLYN,NY,11235,7735345484,72,379,416,380,,
2696,NY CITY COLLEGE OF TECHNOLOGY-CUNY,BROOKLYN,NY,11201,7737622272,64,405,415,392,,6.3
2697,QUEENSBOROUGH COMMUNITY COLLEGE,BAYSIDE,NY,11364,7735340960,77,398,402,385,,
2698,CUNY THE COLLEGE OF STATEN ISLAND,STATEN ISLAND,NY,10314,7735353045,9,352,341,300,,
2699,CLARKSON UNIVERSITY,POTSDAM,NY,13699,7735345720,s,s,s,s,,
2701,COLGATE UNIVERSITY,HAMILTON,NY,13346,7735346791,28,368,365,368,,
2703,COLLEGE OF MOUNT SAINT VINCENT,RIVERDALE,NY,10471,7735353892,141,426,421,411,,
2704,COLLEGE OF NEW ROCHELLE,NEW ROCHELLE,NY,10805,7735345250,s,s,s,s,,
2705,COLLEGE OF SAINT ROSE,ALBANY,NY,12203,7735352640,8,430,416,425,,
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW Y,NEW YORK,NY,10027,7735355725,20,355,355,358,72.2,54.9
2708,BARNARD COLLEGE-COLUMBIA UNIV,NEW YORK,NY,10027,7735344080,131,365,370,362,,
2709,CONCORDIA COLLEGE,BRONXVILLE,NY,10708,7735343351,46,362,372,358,,
2710,COOPER UNION,NEW YORK,NY,10003,7735359414,36,370,372,351,,
2711,CORNELL UNIVERSITY,ITHACA,NY,14853,7735344365,s,s,s,s,,
2712,D'YOUVILLE COLLEGE,BUFFALO,NY,14201,7735353550,59,396,374,369,,
2713,DOMINICAN COLLEGE,ORANGEBURG,NY,10962,7735355560,57,352,342,351,,
2718,ELMIRA COLLEGE,ELMIRA,NY,14901,3124323224,s,s,s,s,,
2722,FORDHAM UNIVERSITY,BRONX,NY,10458,3122674486,7,394,364,334,50,68
2727,PACE UNIVERSITY - WHITE PLAINS,WHITE PLAINS,NY,10603,7735355340,71,287,335,291,,
2728,HAMILTON COLLEGE,CLINTON,NY,13323,7735341840,46,403,385,388,58.9,41.2
2729,HARTWICK COLLEGE,ONEONTA,NY,13820,7735342025,35,348,381,359,,
2731,HOBART & WILLIAM SMITH COLLEGES,GENEVA,NY,14456,7735352322,38,377,404,372,,
2732,HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,7735345400,73,338,349,340,95.9,85
2734,HOUGHTON COLLEGE,HOUGHTON,NY,14744,7735359340,61,362,375,368,,
2735,HILBERT COLLEGE,HAMBURG,NY,14075,7735343576,69,457,462,441,,
2737,IONA COLLEGE,NEW ROCHELLE,NY,10801,7735343000,54,386,391,369,,
2739,ITHACA COLLEGE,ITHACA,NY,14850,7735351777,79,418,441,414,,
2740,JEWISH THEOLOGICAL SEMINARY OF AMER,NEW YORK,NY,10027,7732520970,63,388,382,373,,4.2
2742,THE JUILLIARD SCHOOL,NEW YORK,NY,10023,7735343100,48,385,393,373,,
2744,KEUKA COLLEGE,KEUKA PARK,NY,14478,7735357226,16,372,356,335,,
2748,LEMOYNE COLLEGE,SYRACUSE,NY,13214,7735345460,165,476,481,479,,
2751,LONG ISLAND UNIVERSITY,BROOKVILLE,NY,11548,7735346455,259,425,413,413,57.7,43.8
2758,MANHATTAN COLLEGE,RIVERDALE,NY,10471,7735350870,53,365,363,355,,
2759,MANHATTAN SCHOOL OF MUSIC,NEW YORK,NY,10027,7735352821,s,s,s,s,,
2760,MANHATTANVILLE COLLEGE,PURCHASE,NY,10577,7735341194,56,313,320,330,,
2763,MARIA COLLEGE,ALBANY,NY,12208,7735346780,29,374,377,394,,
2765,MARIST COLLEGE,POUGHKEEPSIE,NY,12601,7735347030,54,383,358,377,80.9,50.6
2769,MARYMOUNT MANHATTAN COLLEGE,NEW YORK,NY,10021,7735345535,43,368,378,346,,
2772,MERCY COLLEGE,DOBBS FERRY,NY,10522,7735354700,63,387,377,379,,
2775,MOLLOY COLLEGE,ROCKVILLE CENTRE,NY,11570,7735344550,17,384,362,351,,
2777,MEDAILLE COLLEGE,BUFFALO,NY,14214,7735356625,48,361,360,359,,
2778,MOUNT SAINT MARY COLLEGE,NEWBURGH,NY,12550,7735355400,37,404,393,386,54.6,48
2779,NAZARETH COLLEGE OF ROCHESTER,ROCHESTER,NY,14618,7735341736,33,393,395,381,,
2780,THE NEW SCHOOL,NEW YORK,NY,10011,7735359150,75,386,380,393,62.1,31.9
2782,NEW YORK INSTITUTE OF TECHNOLOGY,OLD WESTBURY,NY,11568,7735345262,7,400,370,370,,
2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,7735346670,35,363,381,367,,
2788,NIAGARA UNIVERSITY,NIAGARA UNIVERSITY,NY,14109,7735340590,40,376,385,374,,
2790,NYACK COLLEGE,NYACK,NY,10960,7735343200,12,410,403,378,88.2,66.4
2791,PACE UNIVERSITY - NEW YORK,NEW YORK,NY,10038,7735351308,54,416,432,394,,
B42154,GRACE SCHOOL OF THEOLOGY,CONROE,TX,77384,7735343070,s,s,s,s,,
E00673,REMINGTON COLLEGE - FT. WORTH CAMPUS,FT. WORTH,TX,76112,7735357252,s,s,s,s,,
E00711,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77081,7735346200,37,341,349,333,,
E00819,SOUTHERN CAREERS INSTITUTE-PHARR,PHARR,TX,78577,7735349190,47,363,349,342,,
E00820,SOUTHERN CAREERS INSTITUTE - CORPUS CHRI,CORPUS CHRISTI,TX,78414,7735353800,61,380,386,383,39.4,46.4
E00821,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78221,7735350730,68,371,365,370,,
E00978,KAPLAN COLLEGE - BEAUMONT,BEAUMONT,TX,77706,7735348980,29,279,322,286,,
E01008,VIRGINIA COLLEGE - VIRGINIA COLLEGE AT A,AUSTIN,TX,78723,7735347375,182,395,418,380,,
E01009,KAPLAN COLLEGE - LAREDO,LAREDO,TX,78041,7735351996,60,371,371,354,,
E01021,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,CORPUS CHRISTI,TX,78416,7735353151,57,360,385,363,,
E01023,KAPLAN COLLEGE - BROWNSVILLE,BROWNSVILLE,TX,78521,7735341390,51,376,385,368,,
E01027,KAPLAN COLLEGE - MCALLEN,MCALLEN,TX,78503,7735341880,74,370,369,363,,
E01030,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77060,7735345108,38,383,400,374,,
E01051,AMERICAN INTERCONTINENTAL UNIV - HOUSTON,HOUSTON,TX,77042,7735342040,456,402,471,399,,
E01057,KAPLAN COLLEGE - LUBBOCK,LUBBOCK,TX,79401,7735356210,238,425,474,424,,
E01104,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,FORT WORTH,TX,76103,3127995870,694,417,478,411,,
E01173,REMINGTON COLLEGE - NORTH HOUSTON CAMPUS,HOUSTON,TX,77067,7735354540,385,383,486,375,,
E01195,TEXAS SCHOOL OF BUSINESS - FRIENDSWOOD C,FRIENDSWOOD,TX,77546,7735348310,s,s,s,s,,
E01258,INTERNATIONAL ACADEMY OF DESIGN & TECHNO,SAN ANTONIO,TX,78229,7735349050,18,338,477,316,,
E01300,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,BROWNSVILLE,TX,78520,7735359050,54,326,386,314,,
E01301,SOUTHWEST SCHOOL OF BUSINESS AND TECHNIC,MCALLEN,TX,78501,7735353000,54,402,427,408,,
E01320,EVEREST COLLEGE - DALLAS,DALLAS,TX,75206,7735347675,39,388,398,378,,
E01322,EVEREST INSTITUTE - BISSONNET,HOUSTON,TX,77036,7735341680,475,396,437,393,,
E01338,EVEREST COLLEGE - ARLINGTON,ARLINGTON,TX,76011,7735351687,s,s,s,s,,
E01340,EVEREST INSTITUTE - HOUSTON GREENSPOINT,HOUSTON,TX,77060,7734340202,s,s,s,s,,
E01341,EVEREST INSTITUTE - HOUSTON HOBBY,HOUSTON,TX,77087,7735342395,727,468,496,467,,
E01343,EVEREST INSTITUTE- AUSTIN,AUSTIN,TX,78754,3122431550,448,404,468,390,,7.4
E01378,INSTITUTE FOR BUSINESS & TECHNOLOGY - LA,SAN ANTONIO,TX,78230,7735353050,40,384,375,365,,
E01598,MEDIATECH INSTITUTE - AUSTIN,AUSTIN,TX,78704,7735844300,40,353,370,356,,
E01599,MEDIATECH INSTITUTE - HOUSTON,HOUSTON,TX,77042,7735357000,95,394,414,376,,
E01600,FORTIS COLLEGE - FORTIS INSTITUTE,GRAND PRAIRIE,TX,75050,7735352350,119,429,449,435,,
E01618,COMPUTER CAREER CENTER - AMARILLO CAMPUS,AMARILLO,TX,79101,7735350940,10,411,369,373,,
E01648,COMPUTER CAREER CENTER - LUBBOCK CAMPUS,LUBBOCK,TX,79414,7735344340,824,478,519,476,,
E01653,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,CORPUS CHRISTI,TX,78416,7735488705,518,436,475,439,68.8,56.3
E01688,SOUTHERN CAREERS INSTITUTE - BROWNSVILLE,BROWNSVILLE,TX,78520,7735346811,236,383,392,370,,
E01689,SOUTHERN CAREERS INSTITUTE - HARLINGEN,HARLINGEN,TX,78550,7735348110,259,524,561,542,,
E01845,KAPLAN COLLEGE - ARLINGTON,ARLINGTON,TX,76010,7735359330,131,456,456,440,,
E01874,EVEREST COLLEGE - FORT WORTH SOUTH,FORT WORTH,TX,76115,7735344290,60,389,409,387,,
E02074,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,RICHARDSON,TX,75801,7735345055,55,361,371,359,,
E02094,VISTA COLLEGE - BEAUMONT,BEAUMONT,TX,77701,7735359288,11,349,338,331,,
E02095,VISTA COLLEGE - LONGVIEW,LONGVIEW,TX,75604,7735358850,7,311,371,311,,
E02098,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75228,7735342150,17,350,346,332,,
E02099,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75241,7735342220,69,392,416,388,,
E02100,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,HOUSTON,TX,77009,7732985800,89,405,454,421,,
E02134,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,HOUSTON,TX,77040,7735347460,39,406,413,400,,
E02135,SOUTH UNIVERSITY - AUSTIN,AUSTIN,TX,78729,7735354900,69,404,429,407,77.8,55.1
E02158,VISTA COLLEGE - KILLEEN,KILLEEN,TX,76541,7735343455,55,317,323,311,,
E02174,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78238,7735345191,155,545,568,550,,
E02177,PCI HEALTH TRAINING CENTER - RICHARDSON,RICHARDSON,TX,75081,7735342390,320,383,440,380,,
E02191,MYCOMPUTERCAREER.COM - DALLAS,IRVING,TX,75062,7735352671,s,s,s,s,,
E02192,MYCOMPUTERCAREER.COM - HOUSTON,HOUSTON,TX,77056,7734983355,241,395,420,396,,
E40388,VISTA COLLEGE - COLLEGE STATION,COLLEGE STATION,TX,77840,7735359222,58,399,393,385,,
E40436,FLORIDA CAREER COLLEGE - UEI COLLEGE - H,HOUSTON,TX,77090,7735350570,69,326,409,329,,
G03544,AUSTIN PRESBYTERIAN THEOLOGICAL SEM,AUSTIN,TX,78705,7733498200,138,391,403,380,,
G03562,DALLAS THEOLOGICAL SEM,DALLAS,TX,75204,7735341189,80,443,447,440,,
G03566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SO,AUSTIN,TX,78705,7735357280,155,417,447,406,,
G03595,OBLATE SCHOOL OF THEOLOGY,SAN ANTONIO,TX,78216,7735352255,396,445,496,423,,
G04977,SOUTH TEXAS COLLEGE OF LAW,HOUSTON,TX,77002,7735344425,s,s,s,s,,
G23202,HOUSTON GRADUATE SCHOOL OF THEOLOGY,HOUSTON,TX,77035,7735345725,58,455,498,443,,
G41527,ASTRODOME CAREER CENTERS,HOUSTON,TX,77054,7735350457,45,314,417,318,,
3537,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,79699,7735354836,59,416,463,392,,
3539,ALVIN COMMUNITY COLLEGE,ALVIN,TX,77511,7735359270,63,471,489,481,,
3540,AMARILLO COLLEGE,AMARILLO,TX,79109,7735356430,558,397,451,395,,
3541,ANGELO STATE UNIVERSITY,SAN ANGELO,TX,76909,7735345223,347,393,441,382,,
3543,AUSTIN COLLEGE,SHERMAN,TX,75090,7739359925,9,378,373,344,6.7,14.7
3545,BAYLOR UNIVERSITY,WACO,TX,76798,7735345060,278,621,651,638,,
3546,COASTAL BEND COLLEGE,BEEVILLE,TX,78102,7735356600,17,398,382,388,,
3549,BLINN COLLEGE,BRENHAM,TX,77833,7735346361,99,431,458,441,,
3553,CISCO JUNIOR COLLEGE,CISCO,TX,76437,7735350980,7,379,421,377,,
3554,CLARENDON COLLEGE,CLARENDON,TX,79226,7735341402,888,480,545,489,,
3556,COMMONWEALTH INST OF FUNERAL SVC,HOUSTON,TX,77090,7735345525,934,468,539,467,,
3557,CONCORDIA UNIVERSITY TEXAS,AUSTIN,TX,78726,7735356225,334,391,397,384,,
3558,NORTH CENTRAL TEXAS COLLEGE,GAINESVILLE,TX,76240,3129495010,708,462,523,464,,12.5
3560,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,75211,7735345440,175,425,434,420,91.2,65.7
3563,DEL MAR COLLEGE,CORPUS CHRISTI,TX,78404,7735341201,87,387,385,373,,
3564,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,75670,7735350801,74,432,419,401,,
3565,TEXAS A&M UNIVERSITY - COMMERCE,COMMERCE,TX,75429,7735345790,44,391,401,364,,
3568,FRANK PHILLIPS COLLEGE,BORGER,TX,79008,7735341620,93,423,426,416,,
3570,GRAYSON COUNTY COLLEGE,DENISON,TX,75020,7735345750,36,367,379,348,,
3571,HARDIN-SIMMONS UNIVERSITY,ABILENE,TX,79698,7735348456,89,499,537,496,,
3572,TRINITY VALLEY COMMUNITY COLLEGE,ATHENS,TX,75751,7735346800,101,377,371,360,,
3573,HILL COLLEGE,HILLSBORO,TX,76645,7735352680,78,384,396,354,,
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,BIG SPRING,TX,79720,7735342960,404,382,404,368,,
3575,HOWARD PAYNE UNIVERSITY,BROWNWOOD,TX,76801,7735345000,403,391,409,392,66.9,38
3576,HOUSTON BAPTIST UNIVERSITY,HOUSTON,TX,77074,7735355375,194,429,491,425,,
3577,HUSTON - TILLOTSON UNIVERSITY,AUSTIN,TX,78702,7733428022,s,s,s,s,,19.1
3578,UNIVERSITY OF THE INCARNATE WORD,SAN ANTONIO,TX,78209,7735341300,68,420,445,400,65.3,37.8
3579,JACKSONVILLE COLLEGE,JACKSONVILLE,TX,75766,7732520970,s,s,s,s,,
3580,KILGORE COLLEGE,KILGORE,TX,75662,7735341180,6,403,408,367,,
3581,LAMAR UNIVERSITY-BEAUMONT,BEAUMONT,TX,77710,7735356585,25,430,452,425,,
3582,LAREDO COMMUNITY COLLEGE,LAREDO,TX,78040,7735357200,762,456,497,454,,
3583,LEE COLLEGE,BAYTOWN,TX,77520,7735343420,90,342,368,353,72.5,50.1
3584,LETOURNEAU UNIVERSITY,LONGVIEW,TX,75607,7735359120,462,395,413,386,,
3586,LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK,TX,79407,7735341690,422,452,478,442,,
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,BELTON,TX,76513,7735350440,99,513,523,502,,
3590,MCLENNAN COMMUNITY COLLEGE,WACO,TX,76708,7735340820,s,s,s,s,,
3591,MCMURRY UNIVERSITY,ABILENE,TX,79697,7735353394,121,612,660,596,,
3592,MIDWESTERN STATE UNIVERSITY,WICHITA FALLS,TX,76308,7735350530,74,406,406,384,,
3593,NAVARRO COLLEGE,CORSICANA,TX,75110,7732760620,68,439,445,432,,22.2
3594,UNIVERSITY OF NORTH TEXAS,DENTON,TX,76203,7735341000,52,360,380,359,85.2,63
3596,ODESSA COLLEGE,ODESSA,TX,79764,7737528101,46,401,397,375,76.3,80.4
3598,OUR LADY OF THE LAKE UNIVERSITY,SAN ANTONIO,TX,78207,7735343520,49,402,398,402,,
3599,UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,EDINBURG,TX,78539,7735347650,59,436,427,424,,
3600,PANOLA COLLEGE,CARTHAGE,TX,75633,7735352410,43,370,367,363,84.6,58.3
3601,PARIS JR COLLEGE,PARIS,TX,75460,7735359015,s,s,s,s,,
3602,PAUL QUINN COLLEGE,DALLAS,TX,75241,7735359280,78,400,426,394,,
3603,RANGER COLLEGE,RANGER,TX,76470,7735355600,52,385,377,377,,
E00555,ANTIOCH UNIV/SEATTLE,SEATTLE,WA,98121,7735344970,49,379,414,359,,46.2
E01257,INTERNATIONAL ACADEMY OF DESIGN & TECH,SEATTLE,WA,98188,7735356404,62,393,381,377,,
E01311,EVEREST COLLEGE - EVERETT,EVERETT,WA,98208,7735353100,s,s,s,s,36.1,40.5
E01312,EVEREST COLLEGE - TACOMA,TACOMA,WA,98402,7735353260,98,410,440,405,,
E40419,BEAUTY INSTITUTE SCHWARZKOPF PROFESSIONA,BELLINGHAM,WA,98225,7735356300,395,414,449,412,,
G31108,BAKKE GRADUATE UNIVERSITY,SEATTLE,WA,98104,7735352425,392,403,420,395,,
G32803,SEATTLE INST OF ORIENTAL MEDICINE,SEATTLE,WA,98115,7735351480,174,504,496,494,,
G34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOG,SEATTLE,WA,98121,7735351732,148,407,434,398,,
G41305,PACIFIC NORTHWEST UNIV OF HEALTH SCIENCE,YAKIMA,WA,98901,7732242273,143,323,475,329,,14.6
G41612,PINCHOT UNIVERSITY,SEATTLE,WA,98104,7735343060,135,487,492,491,,
3769,BELLEVUE COLLEGE,BELLEVUE,WA,98007,7736453321,61,524,568,544,,
3770,BIG BEND COMMUNITY COLLEGE,MOSES LAKE,WA,98837,7735352265,137,452,451,450,,
3771,CENTRAL WASHINGTON UNIVERSITY,ELLENSBURG,WA,98926,7735340490,61,398,412,385,,
3772,CENTRALIA COLLEGE,CENTRALIA,WA,98531,7734344575,107,472,488,466,,
3773,CLARK COLLEGE,VANCOUVER,WA,98663,7735343560,391,424,437,416,,
3774,COLUMBIA BASIN COLLEGE,PASCO,WA,99301,7735355170,271,424,438,417,74.4,40.4
3775,EASTERN WASHINGTON UNIVERSITY,CHENEY,WA,99004,7735344444,375,437,435,429,,
3776,EVERETT COMMUNITY COLLEGE,EVERETT,WA,98201,7735347655,807,462,486,470,,
3777,HERITAGE UNIVERSITY,TOPPENISH,WA,98948,7732520970,535,455,474,459,67.9,29.5
3778,GONZAGA UNIVERSITY,SPOKANE,WA,99258,7735348600,10,466,455,414,91.8,87.3
3779,GRAYS HARBOR COLLEGE,ABERDEEN,WA,98520,7735346192,94,416,422,397,,
3780,GREEN RIVER COMMUNITY COLLEGE,AUBURN,WA,98092,3123481888,227,635,682,636,77.4,81.3
3781,HIGHLINE COMMUNITY COLLEGE,DES MOINES,WA,98198,7735342350,10,405,375,370,72.3,66.3
3782,LOWER COLUMBIA COLLEGE,LONGVIEW,WA,98632,7735344375,50,380,366,352,,
3783,NORTHWEST UNIVERSITY,KIRKLAND,WA,98083,7735342680,88,384,409,361,,
3784,OLYMPIC COLLEGE,BREMERTON,WA,98337,7735340210,75,348,353,334,,
3785,PACIFIC LUTHERAN UNIVERSITY,TACOMA,WA,98447,7735341480,67,342,364,354,,
3786,PENINSULA COLLEGE,PORT ANGELES,WA,98362,7735341198,39,428,465,422,,
3787,SEATTLE CENTRAL COMMUNITY COLLEGE,SEATTLE,WA,98122,7735345070,23,347,358,350,,
3788,SEATTLE PACIFIC UNIVERSITY,SEATTLE,WA,98119,7735351040,24,359,317,358,,
3790,SEATTLE UNIVERSITY,SEATTLE,WA,98122,7735352100,s,s,s,s,76,65.8
3791,SHORELINE COMMUNITY COLLEGE,SEATTLE,WA,98133,7739388553,s,s,s,s,,
3792,SKAGIT VALLEY COLLEGE,MOUNT VERNON,WA,98273,7735349000,s,s,s,s,71.5,43.5
3793,SPOKANE COMMUNITY COLLEGE,SPOKANE,WA,99207,7735354030,32,429,444,433,,
3794,ST MARTIN'S UNIVERSITY,LACEY,WA,98503,7735345040,s,s,s,s,,
3796,TACOMA COMMUNITY COLLEGE,TACOMA,WA,98466,7735344125,s,s,s,s,,
3797,UNIVERSITY OF PUGET SOUND,TACOMA,WA,98416,7735356240,s,s,s,s,,
3798,UNIVERSITY OF WASHINGTON,SEATTLE,WA,98195,7735344175,s,s,s,s,,
3799,WALLA WALLA UNIVERSITY,COLLEGE PLACE,WA,99324,7735355689,8,496,400,426,,
3800,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,7735343718,9,367,370,360,,
3801,WENATCHEE VALLEY COLLEGE,WENATCHEE,WA,98801,7735341700,9,378,373,344,,
3802,WESTERN WASHINGTON UNIVERSITY,BELLINGHAM,WA,98225,7735343130,278,621,651,638,,
3803,WHITMAN COLLEGE,WALLA WALLA,WA,99362,7735341665,17,398,382,388,,
3804,WHITWORTH UNIVERSITY,SPOKANE,WA,99251,7735347250,99,431,458,441,,
3805,YAKIMA VALLEY COMMUNITY COLLEGE,YAKIMA,WA,98907,7735340950,7,379,421,377,,
5000,PIERCE COLLEGE,LAKEWOOD,WA,98498,7735356360,888,480,545,489,,
5001,EDMONDS COMMUNITY COLLEGE,LYNNWOOD,WA,98036,7735345840,934,468,539,467,,
5006,WALLA WALLA COMMUNITY COLLEGE,WALLA WALLA,WA,99362,7735355475,334,391,397,384,,
5372,SOUTH PUGET SOUND COMMUNITY COLLEGE,OLYMPIA,WA,98512,7735351060,708,462,523,464,,
5373,LAKE WASHINGTON TECHNICAL COLLEGE,KIRKLAND,WA,98034,7735353285,175,425,434,420,,
8155,EVERGREEN STATE COLLEGE (THE),OLYMPIA,WA,98505,7735355065,87,387,385,373,,
8443,ITT TECHNICAL INSTITUTE - SEATTLE,SEATTLE,WA,98168,7735344185,74,432,419,401,,
9387,PERRY TECHNICAL INSTITUTE,YAKIMA,WA,98903,7735354050,44,391,401,364,,
9544,SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE,WA,99224,7735344300,93,423,426,416,,
9704,NORTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98103,7735352364,36,367,379,348,,
9706,SOUTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,98106,7735357875,89,499,537,496,,
9739,GLEN DOW ACAD OF HAIR DESIGN,SPOKANE,WA,99201,7735344391,101,377,371,360,,
10364,WHATCOM COMMUNITY COLLEGE,BELLINGHAM,WA,98226,7735352700,78,384,396,354,,
11481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,98107,7739388565,404,382,404,368,,
12259,BATES TECHNICAL COLLEGE,TACOMA,WA,98405,7735350829,403,391,409,392,,
12315,CORNISH COLLEGE OF THE ARTS,SEATTLE,WA,98121,7735340866,194,429,491,425,83.6,72.6
13022,CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,98121,7735348860,s,s,s,s,64.1,74.6
13822,TONI & GUY HAIRDRESSING ACADEMY,SHORELINE,WA,98133,7735359100,68,420,445,400,,2.1
13926,GENE JUAREZ BEAUTY SCHOOLS,MOUNTLAKE TERRACE,WA,98043,7735350990,s,s,s,s,,
14001,RENTON TECHNICAL COLLEGE,RENTON,WA,98056,3122265345,6,403,408,367,85.6,77.2
14396,PAROBA COLLEGE OF COSMETOLOGY,EVERETT,WA,98208,7735353070,25,430,452,425,,
14618,EVERGREEN BEAUTY AND BARBER COLLEGE,BELLEVUE,WA,98007,7732786895,762,456,497,454,,
15040,EVEREST COLLEGE - EVERETT WA,EVERETT,WA,98208,7735353843,90,342,368,353,,
15562,STYLEMASTERS COLLEGE OF HAIR DESIGN,LONGVIEW,WA,98632,7735357115,462,395,413,386,,
15817,PROFESSIONAL BEAUTY SCHOOL,YAKIMA,WA,98902,7735355380,422,452,478,442,,
15984,CLOVER PARK TECHNICAL COLLEGE,LAKEWOOD,WA,98499,7735353315,99,513,523,502,,
16059,BASTYR UNIVERSITY,KENMORE,WA,98028,7735351204,s,s,s,s,,
