School ID,School Name,City,State,Zip,Phone,Student Count Total,Student Count Low Income,Student Count English Learners,Dress Code,College Enrollment Rate School,Graduation Rate School,Overall Rating
E00505,ST JOSEPH'S COLLEGE-SUFFOLK CAMPUS,PATCHOGUE,NY,11772,7735343090,781,460,206,Y,,,Level 1
E00546,NY INSTITUTE OF TECHNOLOGY-OSTEOPATHIC M,OLD WESTBURY,NY,11568,7735346025,531,520,19,Y,,,Level 1
E00911,PACIFIC COLLEGE OF ORIENTAL MEDICINE - N,NEW YORK,NY,10010,7735353300,510,402,0,Y,,,Level 1
E00922,ITT TECHNICAL INSTITUTE,ALBANY,NY,12205,7735343535,636,401,213,Y,,,Level 1
E01255,LINCOLN TECHNICAL INSTITUTE - WHITESTONE,WHITESTONE,NY,11357,7735344415,742,345,43,N,,,Level 1
E01670,RIDLEY - LOWELL BUSINESS & TECHNICAL INS,POUGHKEEPSIE,NY,12601,7735353035,565,560,2,Y,,,Level 2+
E01719,CONTINENTAL SCHOOL OF BEAUTY CULTURE - B,BUFFALO,NY,14223,7735346746,355,347,3,Y,,,Level 2+
E01739,MAKE-UP DESIGNORY -,NEW YORK,NY,10012,7735343030,1334,1207,222,Y,47.4,71.3,Level 2
E01740,ALLEN SCHOOL - BROOKLYN,BROOKLYN,NY,11201,7735345470,582,126,30,N,,,Level 1+
E01868,FINGER LAKES SCHOOL OF MASSAGE (THE) -,MOUNT KISCO,NY,10549,7735346500,394,385,19,Y,45.3,39,Level 3
E01897,CONTINENTAL SCHOOL OF BEAUTY CULTURE - M,MATTYDALE,NY,13211,7739629256,139,117,0,N,20.8,,Level 2+
E01999,CONTINENTAL SCHOOL OF BEAUTY CULTURE -,BATAVIA,NY,14020,7735353870,359,328,4,Y,,,Level 2+
E02126,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GO",NEW YORK MILLS,NY,13417,7735349120,559,266,48,N,,,Level 1+
E02188,NEW YORK MEDICAL CAREER TRAINING CENTER,NEW YORK,NY,10018,7735348000,566,329,33,N,,,Level 1+
G02669,BANK STREET COLLEGE OF EDUCATION,NEW YORK,NY,10025,7735347295,468,411,28,Y,,,Level 1
G02674,NEW YORK THEOLOGICAL SEMINARY,NEW YORK,NY,10115,7735356390,431,354,5,Y,,,Level 2+
G02677,BROOKLYN LAW SCHOOL,BROOKLYN,NY,11201,7732657232,535,484,0,Y,,,Inability to Rate
G02700,COLGATE ROCHESTER CROZER DIVINITY S,ROCHESTER,NY,14620,7735356340,379,359,13,Y,,,Level 1+
G02726,GENERAL THEOLOGICAL SEMINARY,NEW YORK,NY,10011,7735346250,520,449,6,Y,54.1,85.8,Level 2+
G02749,NEW YORK COLLEGE OF PODIATRIC MED,NEW YORK,NY,10035,7734335000,554,298,102,Y,,,Level 1
G02783,NEW YORK LAW SCHOOL,NEW YORK,NY,10013,7735349129,402,379,3,Y,,,Level 2
G02784,NEW YORK MEDICAL COLLEGE,VALHALLA,NY,10595,7735359080,257,251,11,Y,,,Level 2
G02807,ROCKEFELLER UNIVERSITY,NEW YORK,NY,10021,7735346880,243,208,0,Y,,,Level 2+
G02822,CHRIST THE KING SEMINARY,EAST AURORA,NY,14052,7735421640,465,422,0,Y,,,Level 1
G02833,ST VLADIMIR ORTHODOX THEOL SEM,CRESTWOOD,NY,10707,7735347685,410,201,15,N,,,Level 1+
G02886,ALBANY LAW SCHOOL,ALBANY,NY,12208,7735358040,448,413,124,N,,,Inability to Rate
G02887,ALBANY MEDICAL COLLEGE,ALBANY,NY,12208,7735351150,364,339,7,Y,65.5,80.6,Level 2
G02890,UNION THEOLOGICAL SEMINARY,NEW YORK,NY,10027,7735359130,451,429,13,Y,,,Level 2
G03979,COLUMBIA UNIV TEACHERS COLLEGE,NEW YORK,NY,10027,7735353480,318,317,4,Y,,,Level 2+
G04054,HEBREW UNION COL-JEWISH INST OF REL,NEW YORK,NY,10012,7735359255,279,271,2,N,,,Level 1
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,NEW YORK,NY,10021,7735303040,242,215,10,Y,,,Inability to Rate
G07026,MOUNT SINAI SCHOOL OF MEDICINE,NEW YORK,NY,10029,3122254668,194,188,1,N,17.6,,Level 2+
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,BRONX,NY,10461,7735359070,1132,1063,141,Y,62.2,80.5,Level 1+
G24601,UNIV OF ROCHESTER SCHL OF MEDICINE,ROCHESTER,NY,14642,7735793480,611,568,121,Y,63,84.5,Level 1+
G31913,CUNY SCHOOL OF LAW @ QUEENS COLLEGE,FLUSHING,NY,11367,7734172045,22,21,0,N,,,Level 2+
G32163,UNIFICATION THEOLOGICAL SEMINARY,BARRYTOWN,NY,12507,7735343600,206,158,72,N,10.8,27.8,Inability to Rate
G34194,NORTHEASTERN SEMINARY,ROCHESTER,NY,14624,7735793475,612,552,273,Y,,,Level 1+
G34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE,MINEOLA,NY,11501,7734333530,484,431,201,Y,,,Level 2+
G38813,CLARKSON UNIVERSITY - CAPITAL REGION CAM,SCHENECTADY,NY,12308,7735353875,242,241,0,Y,,,Level 2
G41798,SOTHEBY'S INSTITUTE OF ART - NY,NEW YORK,NY,10022,7735359375,389,348,196,Y,,,Inability to Rate
G42076,AMERICAN ACADEMY OF PERSONAL TRAINING,NEW YORK,NY,10011,7735351230,1340,1100,3,Y,,,Level 2+
G42238,ELECTRICAL TRAINING CENTER (THE),COPIAGUE,NY,11726,7737239631,147,144,0,N,0,,Level 2+
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNO,EAST ELMHURST,NY,11369,7734985085,518,496,31,N,12.8,,Level 2
2666,ADELPHI UNIVERSITY,GARDEN CITY,NY,11530,7737293400,702,606,6,Y,,,Level 1+
2668,ALFRED UNIVERSITY,ALFRED,NY,14802,7735357320,1042,1003,98,Y,,,Level 1+
2671,BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,12504,7735844300,434,412,4,Y,,,Level 1
2678,BRYANT & STRATTON COLLEGE,BUFFALO,NY,14203,7739931770,1094,1037,167,Y,76.9,,Level 1+
2681,CANISIUS COLLEGE,BUFFALO,NY,14208,7735349257,119,109,34,Y,3.7,,Inability to Rate
2685,CAZENOVIA COLLEGE,CAZENOVIA,NY,13035,7736379430,531,476,215,Y,,,Level 1+
2686,CITY UNIV OF NEW YORK-CENTRAL,NEW YORK,NY,10021,3124555442,733,695,303,Y,,,Level 2
2687,CUNY-BROOKLYN COLLEGE,BROOKLYN,NY,11210,7735340660,273,269,3,Y,40,70.9,Level 3
2688,CITY COLLEGE-CUNY,NEW YORK,NY,10031,7088872735,967,789,92,Y,,,Level 1+
2689,CUNY-HUNTER COLLEGE,NEW YORK,NY,10021,7735342320,1160,985,112,Y,54.4,82.8,Level 1
2690,QUEENS COLLEGE-CUNY,FLUSHING,NY,11367,3127684858,898,765,68,Y,88,83.3,Level 1+
2691,CUNY- BOROUGH OF MANHATTAN CMTY CLG,NEW YORK,NY,10007,7735350860,408,403,0,Y,,,Level 1+
2692,CUNY BRONX COMMUNITY COLLEGE,BRONX,NY,10453,7735342890,561,489,20,Y,63.3,87.6,Level 1
2693,CUNY-JOHN JAY CLG CRIMINAL JUSTICE,NEW YORK,NY,10019,7733586120,371,340,1,Y,75.7,73.1,Level 1+
2694,KINGSBOROUGH COMMUNITY COLLEGE,BROOKLYN,NY,11235,7735345484,471,84,16,N,,,Level 1
2696,NY CITY COLLEGE OF TECHNOLOGY-CUNY,BROOKLYN,NY,11201,7737622272,178,176,0,N,6.3,,Level 1
2697,QUEENSBOROUGH COMMUNITY COLLEGE,BAYSIDE,NY,11364,7735340960,565,107,47,Y,,,Level 1
2698,CUNY THE COLLEGE OF STATEN ISLAND,STATEN ISLAND,NY,10314,7735353045,432,425,0,Y,,,Level 2
2699,CLARKSON UNIVERSITY,POTSDAM,NY,13699,7735345720,852,141,74,N,,,Level 1+
2701,COLGATE UNIVERSITY,HAMILTON,NY,13346,7735346791,373,368,7,Y,,,Level 1
2703,COLLEGE OF MOUNT SAINT VINCENT,RIVERDALE,NY,10471,7735353892,401,395,3,Y,,,Level 2
2704,COLLEGE OF NEW ROCHELLE,NEW ROCHELLE,NY,10805,7735345250,990,923,434,Y,,,Level 1
2705,COLLEGE OF SAINT ROSE,ALBANY,NY,12203,7735352640,415,82,12,Y,,,Level 2+
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW Y,NEW YORK,NY,10027,7735355725,1386,1261,139,Y,54.9,72.2,Level 1
2708,BARNARD COLLEGE-COLUMBIA UNIV,NEW YORK,NY,10027,7735344080,460,434,140,Y,,,Level 1
2709,CONCORDIA COLLEGE,BRONXVILLE,NY,10708,7735343351,454,321,58,Y,,,Level 2
2710,COOPER UNION,NEW YORK,NY,10003,7735359414,496,426,5,Y,,,Level 2+
2711,CORNELL UNIVERSITY,ITHACA,NY,14853,7735344365,878,844,313,Y,,,Level 1
2712,D'YOUVILLE COLLEGE,BUFFALO,NY,14201,7735353550,286,277,2,Y,,,Level 2
2713,DOMINICAN COLLEGE,ORANGEBURG,NY,10962,7735355560,313,290,0,Y,,,Level 1+
2718,ELMIRA COLLEGE,ELMIRA,NY,14901,3124323224,284,272,126,Y,,,Level 1+
2722,FORDHAM UNIVERSITY,BRONX,NY,10458,3122674486,666,479,41,N,68,50,Level 2+
2727,PACE UNIVERSITY - WHITE PLAINS,WHITE PLAINS,NY,10603,7735355340,566,549,4,Y,,,Level 1+
2728,HAMILTON COLLEGE,CLINTON,NY,13323,7735341840,271,265,1,Y,41.2,58.9,Level 3
2729,HARTWICK COLLEGE,ONEONTA,NY,13820,7735342025,1189,1099,623,Y,,,Level 1+
2731,HOBART & WILLIAM SMITH COLLEGES,GENEVA,NY,14456,7735352322,711,605,243,Y,,,Level 1+
2732,HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,7735345400,4187,2033,20,Y,85,95.9,Level 1+
2734,HOUGHTON COLLEGE,HOUGHTON,NY,14744,7735359340,783,755,63,Y,,,Level 1
2735,HILBERT COLLEGE,HAMBURG,NY,14075,7735343576,940,721,141,Y,,,Level 1
2737,IONA COLLEGE,NEW ROCHELLE,NY,10801,7735343000,941,898,369,Y,,,Level 1+
2739,ITHACA COLLEGE,ITHACA,NY,14850,7735351777,134,128,1,Y,,,Level 2
2740,JEWISH THEOLOGICAL SEMINARY OF AMER,NEW YORK,NY,10027,7732520970,168,167,17,N,4.2,,Level 2+
2742,THE JUILLIARD SCHOOL,NEW YORK,NY,10023,7735343100,1554,1483,686,Y,,,Level 1+
2744,KEUKA COLLEGE,KEUKA PARK,NY,14478,7735357226,483,442,179,Y,,,Level 1
2748,LEMOYNE COLLEGE,SYRACUSE,NY,13214,7735345460,637,104,34,Y,,,Level 1+
2751,LONG ISLAND UNIVERSITY,BROOKVILLE,NY,11548,7735346455,350,346,1,Y,43.8,57.7,Level 2
2758,MANHATTAN COLLEGE,RIVERDALE,NY,10471,7735350870,331,249,22,Y,,,Level 1
2759,MANHATTAN SCHOOL OF MUSIC,NEW YORK,NY,10027,7735352821,286,255,0,Y,,,Level 1+
2760,MANHATTANVILLE COLLEGE,PURCHASE,NY,10577,7735341194,511,47,23,Y,,,Level 1+
2763,MARIA COLLEGE,ALBANY,NY,12208,7735346780,396,382,3,Y,,,Level 1
2765,MARIST COLLEGE,POUGHKEEPSIE,NY,12601,7735347030,1580,1512,273,N,50.6,80.9,Level 2+
2769,MARYMOUNT MANHATTAN COLLEGE,NEW YORK,NY,10021,7735345535,722,118,19,N,,,Level 1+
2772,MERCY COLLEGE,DOBBS FERRY,NY,10522,7735354700,1001,932,288,Y,,,Level 1+
2775,MOLLOY COLLEGE,ROCKVILLE CENTRE,NY,11570,7735344550,496,383,156,Y,,,Level 1
2777,MEDAILLE COLLEGE,BUFFALO,NY,14214,7735356625,287,278,8,Y,,,Level 1
2778,MOUNT SAINT MARY COLLEGE,NEWBURGH,NY,12550,7735355400,477,446,0,N,48,54.6,Level 3
2779,NAZARETH COLLEGE OF ROCHESTER,ROCHESTER,NY,14618,7735341736,654,646,304,Y,,,Level 2+
2780,THE NEW SCHOOL,NEW YORK,NY,10011,7735359150,157,157,1,Y,31.9,62.1,Level 2
2782,NEW YORK INSTITUTE OF TECHNOLOGY,OLD WESTBURY,NY,11568,7735345262,641,552,226,Y,,,Level 1+
2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,7735346670,308,301,1,Y,,,Level 1
2788,NIAGARA UNIVERSITY,NIAGARA UNIVERSITY,NY,14109,7735340590,333,297,174,Y,,,Level 1
2790,NYACK COLLEGE,NYACK,NY,10960,7735343200,1370,1263,75,N,66.4,88.2,Level 1+
2791,PACE UNIVERSITY - NEW YORK,NEW YORK,NY,10038,7735351308,455,423,90,Y,,,Level 2+
B42154,GRACE SCHOOL OF THEOLOGY,CONROE,TX,77384,7735343070,1158,1102,626,Y,,,Level 1
E00673,REMINGTON COLLEGE - FT. WORTH CAMPUS,FT. WORTH,TX,76112,7735357252,787,770,364,Y,,,Level 2+
E00711,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77081,7735346200,881,856,46,Y,,,Level 1
E00819,SOUTHERN CAREERS INSTITUTE-PHARR,PHARR,TX,78577,7735349190,1479,1261,375,Y,,,Level 1+
E00820,SOUTHERN CAREERS INSTITUTE - CORPUS CHRI,CORPUS CHRISTI,TX,78414,7735353800,153,153,0,Y,46.4,39.4,Level 3
E00821,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78221,7735350730,582,545,2,Y,,,Level 1+
E00978,KAPLAN COLLEGE - BEAUMONT,BEAUMONT,TX,77706,7735348980,398,395,18,Y,,,Level 1+
E01008,VIRGINIA COLLEGE - VIRGINIA COLLEGE AT A,AUSTIN,TX,78723,7735347375,285,274,128,Y,,,Level 1
E01009,KAPLAN COLLEGE - LAREDO,LAREDO,TX,78041,7735351996,515,414,2,Y,,,Level 2+
E01021,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,CORPUS CHRISTI,TX,78416,7735353151,320,258,0,Y,,,Level 2+
E01023,KAPLAN COLLEGE - BROWNSVILLE,BROWNSVILLE,TX,78521,7735341390,824,798,406,Y,,,Level 1+
E01027,KAPLAN COLLEGE - MCALLEN,MCALLEN,TX,78503,7735341880,829,810,396,Y,,,Level 1
E01030,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77060,7735345108,279,267,54,Y,,,Level 1+
E01051,AMERICAN INTERCONTINENTAL UNIV - HOUSTON,HOUSTON,TX,77042,7735342040,1047,905,480,Y,,,Level 1
E01057,KAPLAN COLLEGE - LUBBOCK,LUBBOCK,TX,79401,7735356210,777,687,224,Y,,,Level 1+
E01104,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,FORT WORTH,TX,76103,3127995870,932,774,219,Y,,,Level 1
E01173,REMINGTON COLLEGE - NORTH HOUSTON CAMPUS,HOUSTON,TX,77067,7735354540,767,755,401,Y,,,Level 1
E01195,TEXAS SCHOOL OF BUSINESS - FRIENDSWOOD C,FRIENDSWOOD,TX,77546,7735348310,354,299,123,Y,,,Level 1+
E01258,INTERNATIONAL ACADEMY OF DESIGN & TECHNO,SAN ANTONIO,TX,78229,7735349050,565,464,245,Y,,,Level 1+
E01300,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,BROWNSVILLE,TX,78520,7735359050,360,352,49,Y,,,Level 1
E01301,SOUTHWEST SCHOOL OF BUSINESS AND TECHNIC,MCALLEN,TX,78501,7735353000,281,266,4,Y,,,Inability to Rate
E01320,EVEREST COLLEGE - DALLAS,DALLAS,TX,75206,7735347675,356,235,137,Y,,,Level 2
E01322,EVEREST INSTITUTE - BISSONNET,HOUSTON,TX,77036,7735341680,288,284,6,Y,,,Level 2
E01338,EVEREST COLLEGE - ARLINGTON,ARLINGTON,TX,76011,7735351687,397,381,2,Y,,,Level 2+
E01340,EVEREST INSTITUTE - HOUSTON GREENSPOINT,HOUSTON,TX,77060,7734340202,492,441,10,Y,,,Level 2+
E01341,EVEREST INSTITUTE - HOUSTON HOBBY,HOUSTON,TX,77087,7735342395,872,630,221,N,,,Level 1+
E01343,EVEREST INSTITUTE- AUSTIN,AUSTIN,TX,78754,3122431550,425,402,24,N,7.4,,Level 2
E01378,INSTITUTE FOR BUSINESS & TECHNOLOGY - LA,SAN ANTONIO,TX,78230,7735353050,262,240,1,Y,,,Level 2+
E01598,MEDIATECH INSTITUTE - AUSTIN,AUSTIN,TX,78704,7735844300,277,265,2,N,,,Level 1+
E01599,MEDIATECH INSTITUTE - HOUSTON,HOUSTON,TX,77042,7735357000,801,724,443,Y,,,Level 1
E01600,FORTIS COLLEGE - FORTIS INSTITUTE,GRAND PRAIRIE,TX,75050,7735352350,1032,1014,236,Y,,,Level 1+
E01618,COMPUTER CAREER CENTER - AMARILLO CAMPUS,AMARILLO,TX,79101,7735350940,245,241,0,Y,,,Level 1+
E01648,COMPUTER CAREER CENTER - LUBBOCK CAMPUS,LUBBOCK,TX,79414,7735344340,496,452,140,Y,,,Level 1
E01653,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,CORPUS CHRISTI,TX,78416,7735488705,377,370,21,Y,56.3,68.8,Level 2
E01688,SOUTHERN CAREERS INSTITUTE - BROWNSVILLE,BROWNSVILLE,TX,78520,7735346811,473,425,1,Y,,,Level 2
E01689,SOUTHERN CAREERS INSTITUTE - HARLINGEN,HARLINGEN,TX,78550,7735348110,825,159,118,N,,,Level 1
E01845,KAPLAN COLLEGE - ARLINGTON,ARLINGTON,TX,76010,7735359330,264,153,6,Y,,,Level 1
E01874,EVEREST COLLEGE - FORT WORTH SOUTH,FORT WORTH,TX,76115,7735344290,762,757,207,Y,,,Level 1
E02074,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,RICHARDSON,TX,75801,7735345055,1043,883,361,Y,,,Level 1+
E02094,VISTA COLLEGE - BEAUMONT,BEAUMONT,TX,77701,7735359288,750,726,252,Y,,,Level 2+
E02095,VISTA COLLEGE - LONGVIEW,LONGVIEW,TX,75604,7735358850,1049,1011,188,Y,,,Level 1
E02098,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75228,7735342150,1423,1284,474,Y,,,Level 1+
E02099,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75241,7735342220,506,498,217,Y,,,Level 2+
E02100,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,HOUSTON,TX,77009,7732985800,199,188,2,Y,,,Level 2+
E02134,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,HOUSTON,TX,77040,7735347460,102,87,42,N,,,Inability to Rate
E02135,SOUTH UNIVERSITY - AUSTIN,AUSTIN,TX,78729,7735354900,1985,1888,463,N,55.1,77.8,Level 2+
E02158,VISTA COLLEGE - KILLEEN,KILLEEN,TX,76541,7735343455,734,689,316,Y,,,Level 1
E02174,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78238,7735345191,1050,990,536,N,,,Level 1+
E02177,PCI HEALTH TRAINING CENTER - RICHARDSON,RICHARDSON,TX,75081,7735342390,607,406,142,Y,,,Level 1+
E02191,MYCOMPUTERCAREER.COM - DALLAS,IRVING,TX,75062,7735352671,357,196,82,N,,,Inability to Rate
E02192,MYCOMPUTERCAREER.COM - HOUSTON,HOUSTON,TX,77056,7734983355,661,643,143,N,,,Level 1
E40388,VISTA COLLEGE - COLLEGE STATION,COLLEGE STATION,TX,77840,7735359222,1080,1040,589,Y,,,Level 1
E40436,FLORIDA CAREER COLLEGE - UEI COLLEGE - H,HOUSTON,TX,77090,7735350570,341,338,1,Y,,,Level 1
G03544,AUSTIN PRESBYTERIAN THEOLOGICAL SEM,AUSTIN,TX,78705,7733498200,178,164,39,N,,,Inability to Rate
G03562,DALLAS THEOLOGICAL SEM,DALLAS,TX,75204,7735341189,588,336,136,Y,,,Level 1+
G03566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SO,AUSTIN,TX,78705,7735357280,477,466,187,Y,,,Level 1+
G03595,OBLATE SCHOOL OF THEOLOGY,SAN ANTONIO,TX,78216,7735352255,854,805,219,Y,,,Level 1+
G04977,SOUTH TEXAS COLLEGE OF LAW,HOUSTON,TX,77002,7735344425,588,587,147,Y,,,Level 1+
G23202,HOUSTON GRADUATE SCHOOL OF THEOLOGY,HOUSTON,TX,77035,7735345725,500,188,31,N,,,Level 1
G41527,ASTRODOME CAREER CENTERS,HOUSTON,TX,77054,7735350457,1003,968,512,Y,,,Level 1
3537,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,79699,7735354836,302,286,51,Y,,,Level 1
3539,ALVIN COMMUNITY COLLEGE,ALVIN,TX,77511,7735359270,1272,1217,560,Y,,,Level 1+
3540,AMARILLO COLLEGE,AMARILLO,TX,79109,7735356430,799,717,253,Y,,,Level 1
3541,ANGELO STATE UNIVERSITY,SAN ANGELO,TX,76909,7735345223,557,440,179,Y,,,Level 2+
3543,AUSTIN COLLEGE,SHERMAN,TX,75090,7739359925,0,0,0,Y,14.7,6.7,Inability to Rate
3545,BAYLOR UNIVERSITY,WACO,TX,76798,7735345060,547,523,294,Y,,,Level 1
3546,COASTAL BEND COLLEGE,BEEVILLE,TX,78102,7735356600,646,638,12,Y,,,Level 2
3549,BLINN COLLEGE,BRENHAM,TX,77833,7735346361,638,619,6,Y,,,Level 1
3553,CISCO JUNIOR COLLEGE,CISCO,TX,76437,7735350980,279,259,5,Y,,,Level 2
3554,CLARENDON COLLEGE,CLARENDON,TX,79226,7735341402,291,265,193,Y,,,Level 1
3556,COMMONWEALTH INST OF FUNERAL SVC,HOUSTON,TX,77090,7735345525,546,227,50,N,,,Level 1+
3557,CONCORDIA UNIVERSITY TEXAS,AUSTIN,TX,78726,7735356225,353,341,5,Y,,,Level 1
3558,NORTH CENTRAL TEXAS COLLEGE,GAINESVILLE,TX,76240,3129495010,173,172,0,N,12.5,,Level 2+
3560,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,75211,7735345440,1290,1027,63,N,65.7,91.2,Level 1
3563,DEL MAR COLLEGE,CORPUS CHRISTI,TX,78404,7735341201,734,167,75,N,,,Level 1+
3564,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,75670,7735350801,193,185,1,Y,,,Level 1
3565,TEXAS A&M UNIVERSITY - COMMERCE,COMMERCE,TX,75429,7735345790,430,371,120,Y,,,Level 1+
3568,FRANK PHILLIPS COLLEGE,BORGER,TX,79008,7735341620,616,598,137,Y,,,Level 2
3570,GRAYSON COUNTY COLLEGE,DENISON,TX,75020,7735345750,879,146,65,Y,,,Level 1+
3571,HARDIN-SIMMONS UNIVERSITY,ABILENE,TX,79698,7735348456,358,355,3,Y,,,Level 2+
3572,TRINITY VALLEY COMMUNITY COLLEGE,ATHENS,TX,75751,7735346800,601,586,7,Y,,,Level 1
3573,HILL COLLEGE,HILLSBORO,TX,76645,7735352680,403,397,0,Y,,,Level 2+
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,BIG SPRING,TX,79720,7735342960,969,865,372,Y,,,Level 2+
3575,HOWARD PAYNE UNIVERSITY,BROWNWOOD,TX,76801,7735345000,1178,1129,324,Y,38,66.9,Level 2
3576,HOUSTON BAPTIST UNIVERSITY,HOUSTON,TX,77074,7735355375,179,166,3,Y,,,Level 1+
3577,HUSTON - TILLOTSON UNIVERSITY,AUSTIN,TX,78702,7733428022,162,153,11,N,19.1,,Level 1
3578,UNIVERSITY OF THE INCARNATE WORD,SAN ANTONIO,TX,78209,7735341300,826,816,216,Y,37.8,65.3,Level 2
3579,JACKSONVILLE COLLEGE,JACKSONVILLE,TX,75766,7732520970,532,523,120,Y,,,Level 2+
3580,KILGORE COLLEGE,KILGORE,TX,75662,7735341180,626,214,66,Y,,,Level 1
3581,LAMAR UNIVERSITY-BEAUMONT,BEAUMONT,TX,77710,7735356585,478,476,55,Y,,,Level 2+
3582,LAREDO COMMUNITY COLLEGE,LAREDO,TX,78040,7735357200,505,457,130,Y,,,Level 1+
3583,LEE COLLEGE,BAYTOWN,TX,77520,7735343420,1762,1605,313,Y,50.1,72.5,Level 2+
3584,LETOURNEAU UNIVERSITY,LONGVIEW,TX,75607,7735359120,251,242,9,Y,,,Level 1+
3586,LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK,TX,79407,7735341690,443,435,0,Y,,,Level 1
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,BELTON,TX,76513,7735350440,1650,1563,535,Y,,,Level 1
3590,MCLENNAN COMMUNITY COLLEGE,WACO,TX,76708,7735340820,446,421,6,Y,,,Level 1
3591,MCMURRY UNIVERSITY,ABILENE,TX,79697,7735353394,493,489,13,Y,,,Level 2+
3592,MIDWESTERN STATE UNIVERSITY,WICHITA FALLS,TX,76308,7735350530,647,521,2,Y,,,Level 1
3593,NAVARRO COLLEGE,CORSICANA,TX,75110,7732760620,191,184,14,N,22.2,,Level 2+
3594,UNIVERSITY OF NORTH TEXAS,DENTON,TX,76203,7735341000,3248,1740,194,N,63,85.2,Level 1
3596,ODESSA COLLEGE,ODESSA,TX,79764,7737528101,611,505,1,Y,80.4,76.3,Level 1
3598,OUR LADY OF THE LAKE UNIVERSITY,SAN ANTONIO,TX,78207,7735343520,1231,1099,325,Y,,,Level 1
3599,UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,EDINBURG,TX,78539,7735347650,325,314,98,Y,,,Level 1
3600,PANOLA COLLEGE,CARTHAGE,TX,75633,7735352410,867,781,27,N,58.3,84.6,Level 1
3601,PARIS JR COLLEGE,PARIS,TX,75460,7735359015,509,501,18,Y,,,Level 2+
3602,PAUL QUINN COLLEGE,DALLAS,TX,75241,7735359280,1062,1005,310,Y,,,Level 1
3603,RANGER COLLEGE,RANGER,TX,76470,7735355600,628,577,169,Y,,,Level 1
E00555,ANTIOCH UNIV/SEATTLE,SEATTLE,WA,98121,7735344970,832,791,127,N,46.2,,Level 1+
E01257,INTERNATIONAL ACADEMY OF DESIGN & TECH,SEATTLE,WA,98188,7735356404,167,159,1,Y,,,Level 2+
E01311,EVEREST COLLEGE - EVERETT,EVERETT,WA,98208,7735353100,148,147,0,Y,40.5,36.1,Level 3
E01312,EVEREST COLLEGE - TACOMA,TACOMA,WA,98402,7735353260,448,429,0,Y,,,Level 2+
E40419,BEAUTY INSTITUTE SCHWARZKOPF PROFESSIONA,BELLINGHAM,WA,98225,7735356300,259,251,3,Y,,,Level 2+
G31108,BAKKE GRADUATE UNIVERSITY,SEATTLE,WA,98104,7735352425,686,432,97,Y,,,Level 1+
G32803,SEATTLE INST OF ORIENTAL MEDICINE,SEATTLE,WA,98115,7735351480,411,409,6,Y,,,Level 2
G34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOG,SEATTLE,WA,98121,7735351732,358,318,63,Y,,,Level 1+
G41305,PACIFIC NORTHWEST UNIV OF HEALTH SCIENCE,YAKIMA,WA,98901,7732242273,141,139,0,N,14.6,,Level 1
G41612,PINCHOT UNIVERSITY,SEATTLE,WA,98104,7735343060,475,375,64,Y,,,Level 2
3769,BELLEVUE COLLEGE,BELLEVUE,WA,98007,7736453321,696,498,110,Y,,,Level 2+
3770,BIG BEND COMMUNITY COLLEGE,MOSES LAKE,WA,98837,7735352265,971,667,132,Y,,,Level 1
3771,CENTRAL WASHINGTON UNIVERSITY,ELLENSBURG,WA,98926,7735340490,592,227,38,Y,,,Level 1+
3772,CENTRALIA COLLEGE,CENTRALIA,WA,98531,7734344575,771,669,15,Y,,,Level 2+
3773,CLARK COLLEGE,VANCOUVER,WA,98663,7735343560,1193,1103,507,Y,,,Level 1
