SchoolCode,SchoolName,City,StateCode,ZipCode,Student Count Black,Student Count Hispanic,Student Count White,Student Count Asian,Student Count Native American,men total,women total,Total
G02669,BANK STREET COLLEGE OF EDUCATION,NEW YORK,NY,10025,276,368,184,552,460,861,979,1840
G02674,NEW YORK THEOLOGICAL SEMINARY,NEW YORK,NY,10115,54,72,36,108,90,213,151,362
G02677,BROOKLYN LAW SCHOOL,BROOKLYN,NY,11201,6,8,4,12,10,46,0,43
G02700,COLGATE ROCHESTER CROZER DIVINITY S,ROCHESTER,NY,14620,53,70,35,106,88,93,263,354
G02726,GENERAL THEOLOGICAL SEMINARY,NEW YORK,NY,10011,2427,3237,1618,4855,4046,7240,8947,16185
G02749,NEW YORK COLLEGE OF PODIATRIC MED,NEW YORK,NY,10035,195,260,130,390,325,575,727,1300
G02783,NEW YORK LAW SCHOOL,NEW YORK,NY,10013,100,134,67,201,167,301,371,670
G02784,NEW YORK MEDICAL COLLEGE,VALHALLA,NY,10595,19,25,12,38,32,128,2,129
G02807,ROCKEFELLER UNIVERSITY,NEW YORK,NY,10021,12,16,8,24,20,27,58,83
G02822,CHRIST THE KING SEMINARY,EAST AURORA,NY,14052,36,49,24,73,61,156,93,246
G02833,ST VLADIMIR ORTHODOX THEOL SEM,CRESTWOOD,NY,10707,83,111,55,166,138,539,20,555
G02886,ALBANY LAW SCHOOL,ALBANY,NY,12208,207,276,138,414,345,353,1030,1380
G02887,ALBANY MEDICAL COLLEGE,ALBANY,NY,12208,261,348,174,522,435,386,1356,1740
G02890,UNION THEOLOGICAL SEMINARY,NEW YORK,NY,10027,84,112,56,168,140,355,210,563
G03979,COLUMBIA UNIV TEACHERS COLLEGE,NEW YORK,NY,10027,16,22,11,33,28,89,26,113
G04054,HEBREW UNION COL-JEWISH INST OF REL,NEW YORK,NY,10012,82,109,54,164,137,236,314,549
G04762,WEILL CORNELL MEDICAL COLLEGE AND GRADUA,NEW YORK,NY,10021,924,1232,616,1848,1540,3637,2529,6163
G07026,MOUNT SINAI SCHOOL OF MEDICINE,NEW YORK,NY,10029,5,6,3,10,8,2,34,34
G09895,YESHIVA UNIVERSITY - BRONX CAMPUS,BRONX,NY,10461,2514,3352,1676,5028,4190,7047,9715,16760
G24601,UNIV OF ROCHESTER SCHL OF MEDICINE,ROCHESTER,NY,14642,2514,3352,1676,5028,4190,7047,9715,16760
G31913,CUNY SCHOOL OF LAW @ QUEENS COLLEGE,FLUSHING,NY,11367,2514,3352,1676,5028,4190,7047,9715,16760
G32163,UNIFICATION THEOLOGICAL SEMINARY,BARRYTOWN,NY,12507,77,102,51,154,128,174,342,514
G34194,NORTHEASTERN SEMINARY,ROCHESTER,NY,14624,291,388,194,582,485,510,1435,1943
G34433,NEW YORK COLLEGE OF TRADITIONAL CHINESE,MINEOLA,NY,11501,56,75,37,112,93,72,306,375
G38813,CLARKSON UNIVERSITY - CAPITAL REGION CAM,SCHENECTADY,NY,12308,784,1045,522,1568,1307,2659,2572,5229
G41798,SOTHEBY'S INSTITUTE OF ART - NY,NEW YORK,NY,10022,4092,5457,2728,8185,6821,13759,13528,27285
G42076,AMERICAN ACADEMY OF PERSONAL TRAINING,NEW YORK,NY,10011,259,346,173,519,432,777,955,1730
G42238,ELECTRICAL TRAINING CENTER (THE),COPIAGUE,NY,11726,348,464,232,696,580,970,1355,2323
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNO,EAST ELMHURST,NY,11369,0,0,0,0,0,1,2,0
2666,ADELPHI UNIVERSITY,GARDEN CITY,NY,11530,12249,16333,8166,24499,20416,34638,47030,81666
2668,ALFRED UNIVERSITY,ALFRED,NY,14802,456,608,304,912,760,537,2503,3040
2671,BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,12504,481,642,321,963,802,1095,2117,3210
2678,BRYANT & STRATTON COLLEGE,BUFFALO,NY,14203,16,22,11,33,27,12,101,110
2681,CANISIUS COLLEGE,BUFFALO,NY,14208,918,1225,612,1837,1531,3061,3067,6126
2685,CAZENOVIA COLLEGE,CAZENOVIA,NY,13035,6070,8094,4047,12141,10117,23559,16913,40470
2686,CITY UNIV OF NEW YORK-CENTRAL,NEW YORK,NY,10021,13,18,9,27,23,6,89,93
2687,CUNY-BROOKLYN COLLEGE,BROOKLYN,NY,11210,54,72,36,108,90,169,194,360
2688,CITY COLLEGE-CUNY,NEW YORK,NY,10031,693,924,462,1386,1155,1784,2836,4620
2689,CUNY-HUNTER COLLEGE,NEW YORK,NY,10021,508,678,339,1017,848,2028,1367,3393
2690,QUEENS COLLEGE-CUNY,FLUSHING,NY,11367,18,25,12,37,31,15,113,126
2691,CUNY- BOROUGH OF MANHATTAN CMTY CLG,NEW YORK,NY,10007,232,310,155,465,388,645,910,1553
2692,CUNY BRONX COMMUNITY COLLEGE,BRONX,NY,10453,3344,4459,2229,6688,5573,10495,11803,22295
2693,CUNY-JOHN JAY CLG CRIMINAL JUSTICE,NEW YORK,NY,10019,39,53,26,79,66,138,131,266
2694,KINGSBOROUGH COMMUNITY COLLEGE,BROOKLYN,NY,11235,253,337,168,506,422,774,916,1689
2696,NY CITY COLLEGE OF TECHNOLOGY-CUNY,BROOKLYN,NY,11201,81,108,54,162,135,268,277,543
2697,QUEENSBOROUGH COMMUNITY COLLEGE,BAYSIDE,NY,11364,134,179,89,268,223,425,474,895
2698,CUNY THE COLLEGE OF STATEN ISLAND,STATEN ISLAND,NY,10314,6547,8729,4364,13094,10912,22619,21032,43649
2699,CLARKSON UNIVERSITY,POTSDAM,NY,13699,1831,2441,1220,3662,3052,5891,6320,12209
2701,COLGATE UNIVERSITY,HAMILTON,NY,13346,149,199,99,298,248,45,952,995
2703,COLLEGE OF MOUNT SAINT VINCENT,RIVERDALE,NY,10471,14,18,9,28,23,11,85,94
2704,COLLEGE OF NEW ROCHELLE,NEW ROCHELLE,NY,10805,7811,10415,5207,15622,13018,25476,26602,52075
2705,COLLEGE OF SAINT ROSE,ALBANY,NY,12203,7811,10415,5207,15622,13018,25476,26602,52075
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW Y,NEW YORK,NY,10027,21,28,14,42,35,29,117,143
2708,BARNARD COLLEGE-COLUMBIA UNIV,NEW YORK,NY,10027,42,56,28,84,70,168,118,283
2709,CONCORDIA COLLEGE,BRONXVILLE,NY,10708,67,89,44,134,112,254,197,449
2710,COOPER UNION,NEW YORK,NY,10003,287,383,191,574,478,874,1044,1915
2711,CORNELL UNIVERSITY,ITHACA,NY,14853,303,405,202,607,506,833,1194,2025
2712,D'YOUVILLE COLLEGE,BUFFALO,NY,14201,2061,2748,1374,4122,3435,11823,1917,13740
2713,DOMINICAN COLLEGE,ORANGEBURG,NY,10962,1237,1650,825,2475,2062,3459,4793,8250
2718,ELMIRA COLLEGE,ELMIRA,NY,14901,3183,4245,2122,6367,5306,8583,12644,21225
2722,FORDHAM UNIVERSITY,BRONX,NY,10458,876,1169,584,1753,1461,2207,3642,5846
2727,PACE UNIVERSITY - WHITE PLAINS,WHITE PLAINS,NY,10603,2061,2748,1374,4122,3435,11823,1917,13740
2728,HAMILTON COLLEGE,CLINTON,NY,13323,18,24,12,36,30,121,2,120
2729,HARTWICK COLLEGE,ONEONTA,NY,13820,12,16,8,24,20,1,80,80
2731,HOBART & WILLIAM SMITH COLLEGES,GENEVA,NY,14456,1239,1653,826,2479,2066,2683,5585,8266
2732,HOFSTRA UNIVERSITY,HEMPSTEAD,NY,11549,1635,2180,1090,3270,2725,5675,5226,10900
2734,HOUGHTON COLLEGE,HOUGHTON,NY,14744,8,11,5,16,13,4,55,55
2735,HILBERT COLLEGE,HAMBURG,NY,14075,233,311,155,466,388,703,854,1555
2737,IONA COLLEGE,NEW ROCHELLE,NY,10801,126,169,84,253,211,158,689,845
2739,ITHACA COLLEGE,ITHACA,NY,14850,7,9,4,14,12,4,47,49
2740,JEWISH THEOLOGICAL SEMINARY OF AMER,NEW YORK,NY,10027,664,886,443,1329,1107,2125,2308,4430
2742,THE JUILLIARD SCHOOL,NEW YORK,NY,10023,1962,2616,1308,3924,3270,6144,6942,13083
2744,KEUKA COLLEGE,KEUKA PARK,NY,14478,368,490,245,736,613,960,1496,2454
2748,LEMOYNE COLLEGE,SYRACUSE,NY,13214,675,900,450,1350,1125,1878,2627,4503
2751,LONG ISLAND UNIVERSITY,BROOKVILLE,NY,11548,398,531,265,796,663,1020,1639,2655
2758,MANHATTAN COLLEGE,RIVERDALE,NY,10471,1318,1757,878,2636,2197,3843,4947,8789
2759,MANHATTAN SCHOOL OF MUSIC,NEW YORK,NY,10027,544,725,362,1088,907,2136,1494,3629
2760,MANHATTANVILLE COLLEGE,PURCHASE,NY,10577,23,31,15,46,38,89,70,155
2763,MARIA COLLEGE,ALBANY,NY,12208,400,533,266,800,667,959,1711,2669
2765,MARIST COLLEGE,POUGHKEEPSIE,NY,12601,2214,2953,1476,4429,3691,6679,8088,14765
2769,MARYMOUNT MANHATTAN COLLEGE,NEW YORK,NY,10021,592,790,395,1185,987,1454,2498,3950
2772,MERCY COLLEGE,DOBBS FERRY,NY,10522,57,76,38,114,95,252,132,382
2775,MOLLOY COLLEGE,ROCKVILLE CENTRE,NY,11570,119,158,79,238,198,401,395,794
2777,MEDAILLE COLLEGE,BUFFALO,NY,14214,4,5,2,8,7,5,25,29
2778,MOUNT SAINT MARY COLLEGE,NEWBURGH,NY,12550,154,206,103,309,258,337,698,1033
2779,NAZARETH COLLEGE OF ROCHESTER,ROCHESTER,NY,14618,63,84,42,126,105,133,293,423
2780,THE NEW SCHOOL,NEW YORK,NY,10011,2057,2743,1371,4114,3428,5958,7761,13715
2782,NEW YORK INSTITUTE OF TECHNOLOGY,OLD WESTBURY,NY,11568,680,906,453,1360,1133,1760,2776,4534
2785,NEW YORK UNIVERSITY,NEW YORK,NY,10012,9,12,6,18,15,12,52,62
2788,NIAGARA UNIVERSITY,NIAGARA UNIVERSITY,NY,14109,217,289,144,434,362,583,868,1449
2790,NYACK COLLEGE,NYACK,NY,10960,588,784,392,1176,980,1650,2273,3920
2791,PACE UNIVERSITY - NEW YORK,NEW YORK,NY,10038,1958,2611,1305,3916,3263,5128,7930,13055
B42154,GRACE SCHOOL OF THEOLOGY,CONROE,TX,77384,27,36,18,54,45,73,110,180
E00673,REMINGTON COLLEGE - FT. WORTH CAMPUS,FT. WORTH,TX,76112,16,22,11,33,27,26,86,110
E00711,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77081,4113,5485,2742,8227,6856,13921,13507,27426
E00819,SOUTHERN CAREERS INSTITUTE-PHARR,PHARR,TX,78577,4092,5457,2728,8185,6821,13759,13528,27285
E00820,SOUTHERN CAREERS INSTITUTE - CORPUS CHRI,CORPUS CHRISTI,TX,78414,528,705,352,1057,881,1461,2066,3525
E00821,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78221,230,307,153,460,383,749,789,1535
E00978,KAPLAN COLLEGE - BEAUMONT,BEAUMONT,TX,77706,462,616,308,924,770,1259,1824,3080
E01008,VIRGINIA COLLEGE - VIRGINIA COLLEGE AT A,AUSTIN,TX,78723,3931,5242,2621,7863,6552,11123,15089,26210
E01009,KAPLAN COLLEGE - LAREDO,LAREDO,TX,78041,4023,5364,2682,8046,6705,11525,15300,26823
E01021,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,CORPUS CHRISTI,TX,78416,1758,2344,1172,3516,2930,5934,5786,11720
E01023,KAPLAN COLLEGE - BROWNSVILLE,BROWNSVILLE,TX,78521,159,213,106,319,266,75,993,1066
E01027,KAPLAN COLLEGE - MCALLEN,MCALLEN,TX,78503,30,40,20,60,50,131,73,202
E01030,INTERACTIVE LEARNING SYSTEMS,HOUSTON,TX,77060,21,28,14,42,35,8,135,140
E01051,AMERICAN INTERCONTINENTAL UNIV - HOUSTON,HOUSTON,TX,77042,7752,10337,5168,15505,12921,21741,29947,51686
E01057,KAPLAN COLLEGE - LUBBOCK,LUBBOCK,TX,79401,6297,8397,4198,12595,10496,17030,24958,41986
E01104,KAPLAN COLLEGE - CAREER CENTERS OF TEXAS,FORT WORTH,TX,76103,5088,6785,3392,10177,8481,15887,18042,33926
E01173,REMINGTON COLLEGE - NORTH HOUSTON CAMPUS,HOUSTON,TX,77067,504,672,336,1008,840,1056,2307,3360
E01195,TEXAS SCHOOL OF BUSINESS - FRIENDSWOOD C,FRIENDSWOOD,TX,77546,504,672,336,1008,840,1056,2307,3360
E01258,INTERNATIONAL ACADEMY OF DESIGN & TECHNO,SAN ANTONIO,TX,78229,7811,10415,5207,15622,13018,25476,26602,52075
E01300,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,BROWNSVILLE,TX,78520,7811,10415,5207,15622,13018,25476,26602,52075
E01301,SOUTHWEST SCHOOL OF BUSINESS AND TECHNIC,MCALLEN,TX,78501,970,1294,647,1941,1617,2787,3686,6470
E01320,EVEREST COLLEGE - DALLAS,DALLAS,TX,75206,4899,6532,3266,9798,8165,18733,13930,32660
E01322,EVEREST INSTITUTE - BISSONNET,HOUSTON,TX,77036,18,25,12,37,31,16,113,126
E01338,EVEREST COLLEGE - ARLINGTON,ARLINGTON,TX,76011,94,126,63,189,158,156,478,632
E01340,EVEREST INSTITUTE - HOUSTON GREENSPOINT,HOUSTON,TX,77060,7,10,5,15,13,7,47,52
E01341,EVEREST INSTITUTE - HOUSTON HOBBY,HOUSTON,TX,77087,132,177,88,265,221,510,378,886
E01343,EVEREST INSTITUTE- AUSTIN,AUSTIN,TX,78754,33,44,22,66,55,149,76,223
E01378,INSTITUTE FOR BUSINESS & TECHNOLOGY - LA,SAN ANTONIO,TX,78230,22,29,14,44,37,65,85,149
E01598,MEDIATECH INSTITUTE - AUSTIN,AUSTIN,TX,78704,19,26,13,39,32,52,81,130
E01599,MEDIATECH INSTITUTE - HOUSTON,HOUSTON,TX,77042,57,76,38,114,95,85,301,383
E01600,FORTIS COLLEGE - FORTIS INSTITUTE,GRAND PRAIRIE,TX,75050,72,97,48,145,121,83,406,486
E01618,COMPUTER CAREER CENTER - AMARILLO CAMPUS,AMARILLO,TX,79101,39,53,26,79,66,10,257,265
E01648,COMPUTER CAREER CENTER - LUBBOCK CAMPUS,LUBBOCK,TX,79414,141,189,94,283,236,550,398,946
E01653,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITU,CORPUS CHRISTI,TX,78416,576,768,384,1152,960,1880,1961,3840
E01688,SOUTHERN CAREERS INSTITUTE - BROWNSVILLE,BROWNSVILLE,TX,78520,137,183,91,274,228,527,391,915
E01689,SOUTHERN CAREERS INSTITUTE - HARLINGEN,HARLINGEN,TX,78550,37,50,25,75,63,83,172,253
E01845,KAPLAN COLLEGE - ARLINGTON,ARLINGTON,TX,76010,458,610,305,916,763,1498,1558,3054
E01874,EVEREST COLLEGE - FORT WORTH SOUTH,FORT WORTH,TX,76115,2292,3056,1528,4584,3820,6227,9059,15283
E02074,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,RICHARDSON,TX,75801,2202,2937,1468,4405,3671,5968,8721,14686
E02094,VISTA COLLEGE - BEAUMONT,BEAUMONT,TX,77701,705,940,470,1410,1175,1907,2798,4703
E02095,VISTA COLLEGE - LONGVIEW,LONGVIEW,TX,75604,705,940,470,1410,1175,1907,2798,4703
E02098,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75228,677,902,451,1354,1128,1412,3104,4514
E02099,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,DALLAS,TX,75241,21,28,14,42,35,81,59,140
E02100,TEXAS BARBER COLLEGES & HAIRSTYLING SCHO,HOUSTON,TX,77009,1440,1920,960,2880,2400,4581,5019,9600
E02134,UTAH COLLEGE OF MASSAGE THERAPY - TEXAS,HOUSTON,TX,77040,18,25,12,37,31,29,99,126
E02135,SOUTH UNIVERSITY - AUSTIN,AUSTIN,TX,78729,10,14,7,21,18,65,9,72
E02158,VISTA COLLEGE - KILLEEN,KILLEEN,TX,76541,11,15,7,22,18,0,79,75
E02174,SOUTHERN CAREERS INSTITUTE - SAN ANTONIO,SAN ANTONIO,TX,78238,165,221,110,331,276,303,805,1106
E02177,PCI HEALTH TRAINING CENTER - RICHARDSON,RICHARDSON,TX,75081,3931,5242,2621,7863,6552,11123,15089,26210
E02191,MYCOMPUTERCAREER.COM - DALLAS,IRVING,TX,75062,970,1294,647,1941,1617,2787,3686,6470
E02192,MYCOMPUTERCAREER.COM - HOUSTON,HOUSTON,TX,77056,400,533,266,800,667,959,1711,2669
E40388,VISTA COLLEGE - COLLEGE STATION,COLLEGE STATION,TX,77840,1084,1446,723,2169,1807,3183,4050,7230
E40436,FLORIDA CAREER COLLEGE - UEI COLLEGE - H,HOUSTON,TX,77090,1084,1446,723,2169,1807,3183,4050,7230
G03544,AUSTIN PRESBYTERIAN THEOLOGICAL SEM,AUSTIN,TX,78705,52,70,35,105,87,74,278,350
G03562,DALLAS THEOLOGICAL SEM,DALLAS,TX,75204,333,444,222,666,555,832,1389,2220
G03566,EPISCOPAL THEOLOGICAL SEMINARY OF THE SO,AUSTIN,TX,78705,150,201,100,301,251,416,592,1006
G03595,OBLATE SCHOOL OF THEOLOGY,SAN ANTONIO,TX,78216,583,777,388,1166,972,1712,2179,3889
G04977,SOUTH TEXAS COLLEGE OF LAW,HOUSTON,TX,77002,121,162,81,243,202,316,496,810
G23202,HOUSTON GRADUATE SCHOOL OF THEOLOGY,HOUSTON,TX,77035,2149,2866,1433,4299,3583,6111,8223,14332
G41527,ASTRODOME CAREER CENTERS,HOUSTON,TX,77054,11,15,7,22,18,29,49,75
3537,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,79699,4,6,3,9,7,3,29,30
3539,ALVIN COMMUNITY COLLEGE,ALVIN,TX,77511,8,11,5,16,13,4,54,55
3540,AMARILLO COLLEGE,AMARILLO,TX,79109,408,545,272,817,681,1132,1596,2726
3541,ANGELO STATE UNIVERSITY,SAN ANGELO,TX,76909,408,545,272,817,681,1132,1596,2726
3543,AUSTIN COLLEGE,SHERMAN,TX,75090,408,545,272,817,681,1132,1596,2726
3545,BAYLOR UNIVERSITY,WACO,TX,76798,397,529,264,794,662,974,1677,2649
3546,COASTAL BEND COLLEGE,BEEVILLE,TX,78102,728,971,485,1456,1213,2248,2611,4855
3549,BLINN COLLEGE,BRENHAM,TX,77833,6,8,4,12,10,10,31,40
3553,CISCO JUNIOR COLLEGE,CISCO,TX,76437,851,1135,567,1702,1418,2531,3146,5675
3554,CLARENDON COLLEGE,CLARENDON,TX,79226,851,1135,567,1702,1418,2531,3146,5675
3556,COMMONWEALTH INST OF FUNERAL SVC,HOUSTON,TX,77090,912,1217,608,1825,1521,2412,3676,6086
3557,CONCORDIA UNIVERSITY TEXAS,AUSTIN,TX,78726,212,283,141,424,353,644,774,1415
3558,NORTH CENTRAL TEXAS COLLEGE,GAINESVILLE,TX,76240,81,108,54,162,135,276,265,540
3560,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,75211,433,578,289,867,723,1142,1752,2892
3563,DEL MAR COLLEGE,CORPUS CHRISTI,TX,78404,21,29,14,43,36,7,140,145
3564,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,75670,6,8,4,12,10,0,42,40
3565,TEXAS A&M UNIVERSITY - COMMERCE,COMMERCE,TX,75429,342,457,228,685,571,826,1462,2286
3568,FRANK PHILLIPS COLLEGE,BORGER,TX,79008,7,10,5,15,12,4,48,50
3570,GRAYSON COUNTY COLLEGE,DENISON,TX,75020,64,86,43,129,107,108,325,430
3571,HARDIN-SIMMONS UNIVERSITY,ABILENE,TX,79698,435,580,290,870,725,1015,1886,2900
3572,TRINITY VALLEY COMMUNITY COLLEGE,ATHENS,TX,75751,15,20,10,30,25,10,90,100
3573,HILL COLLEGE,HILLSBORO,TX,76645,19,26,13,39,32,11,122,130
3574,HOWARD COUNTY JUNIOR COLLEGE DISTRICT,BIG SPRING,TX,79720,124,166,83,249,207,347,486,830
3575,HOWARD PAYNE UNIVERSITY,BROWNWOOD,TX,76801,11,15,7,22,18,44,33,75
3576,HOUSTON BAPTIST UNIVERSITY,HOUSTON,TX,77074,327,437,218,655,546,988,1201,2186
3577,HUSTON - TILLOTSON UNIVERSITY,AUSTIN,TX,78702,456,608,304,912,760,1063,1978,3040
3578,UNIVERSITY OF THE INCARNATE WORD,SAN ANTONIO,TX,78209,6510,8680,4340,13020,10850,20662,22739,43400
3579,JACKSONVILLE COLLEGE,JACKSONVILLE,TX,75766,5419,7225,3612,10838,9032,15338,20792,36129
3580,KILGORE COLLEGE,KILGORE,TX,75662,339,452,226,678,565,639,1625,2262
3581,LAMAR UNIVERSITY-BEAUMONT,BEAUMONT,TX,77710,4373,5831,2915,8746,7288,12403,16754,29155
3582,LAREDO COMMUNITY COLLEGE,LAREDO,TX,78040,43,58,29,87,73,181,113,292
3583,LEE COLLEGE,BAYTOWN,TX,77520,153,205,102,307,256,365,662,1025
3584,LETOURNEAU UNIVERSITY,LONGVIEW,TX,75607,699,933,466,1399,1166,1888,2780,4666
3586,LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK,TX,79407,375,501,250,751,626,1024,1483,2505
3588,UNIVERSITY OF MARY HARDIN-BAYLOR,BELTON,TX,76513,629,839,419,1258,1048,1466,2733,4195
3590,MCLENNAN COMMUNITY COLLEGE,WACO,TX,76708,629,839,419,1258,1048,1466,2733,4195
3591,MCMURRY UNIVERSITY,ABILENE,TX,79697,44,59,29,88,73,9,288,295
3592,MIDWESTERN STATE UNIVERSITY,WICHITA FALLS,TX,76308,1249,1666,833,2499,2082,3279,5054,8330
3593,NAVARRO COLLEGE,CORSICANA,TX,75110,1249,1666,833,2499,2082,3279,5054,8330
3594,UNIVERSITY OF NORTH TEXAS,DENTON,TX,76203,117,157,78,235,196,437,350,785
3596,ODESSA COLLEGE,ODESSA,TX,79764,2292,3056,1528,4584,3820,6227,9059,15283
3598,OUR LADY OF THE LAKE UNIVERSITY,SAN ANTONIO,TX,78207,336,449,224,673,561,1272,977,2246
3599,UNIVERSITY OF TEXAS - RIO GRANDE VALLEY,EDINBURG,TX,78539,567,757,378,1135,946,1310,2479,3786
3600,PANOLA COLLEGE,CARTHAGE,TX,75633,468,625,312,937,781,1088,2041,3126
3601,PARIS JR COLLEGE,PARIS,TX,75460,78,104,52,156,130,208,314,520
3602,PAUL QUINN COLLEGE,DALLAS,TX,75241,24,32,16,48,40,27,135,160
3603,RANGER COLLEGE,RANGER,TX,76470,549,732,366,1098,915,1008,2653,3660
E00555,ANTIOCH UNIV/SEATTLE,SEATTLE,WA,98121,105,140,70,210,175,331,370,700
E01257,INTERNATIONAL ACADEMY OF DESIGN & TECH,SEATTLE,WA,98188,33,44,22,66,55,10,216,223
E01311,EVEREST COLLEGE - EVERETT,EVERETT,WA,98208,18,24,12,36,30,68,52,120
E01312,EVEREST COLLEGE - TACOMA,TACOMA,WA,98402,215,287,143,430,358,422,1015,1435
E40419,BEAUTY INSTITUTE SCHWARZKOPF PROFESSIONA,BELLINGHAM,WA,98225,2067,2757,1378,4135,3446,5851,7937,13786
G31108,BAKKE GRADUATE UNIVERSITY,SEATTLE,WA,98104,2067,2757,1378,4135,3446,5851,7937,13786
G32803,SEATTLE INST OF ORIENTAL MEDICINE,SEATTLE,WA,98115,2067,2757,1378,4135,3446,5851,7937,13786
G34664,SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOG,SEATTLE,WA,98121,2067,2757,1378,4135,3446,5851,7937,13786
G41305,PACIFIC NORTHWEST UNIV OF HEALTH SCIENCE,YAKIMA,WA,98901,2067,2757,1378,4135,3446,5851,7937,13786
G41612,PINCHOT UNIVERSITY,SEATTLE,WA,98104,9,12,6,18,15,17,43,60
3769,BELLEVUE COLLEGE,BELLEVUE,WA,98007,3754,5006,2503,7509,6258,17370,7664,25032
3770,BIG BEND COMMUNITY COLLEGE,MOSES LAKE,WA,98837,4808,6411,3205,9616,8013,13012,19046,32055
3771,CENTRAL WASHINGTON UNIVERSITY,ELLENSBURG,WA,98926,38,50,25,76,63,151,105,254
3772,CENTRALIA COLLEGE,CENTRALIA,WA,98531,84,113,56,169,141,256,312,566
3773,CLARK COLLEGE,VANCOUVER,WA,98663,1290,1720,860,2580,2150,3229,5371,8600
3774,COLUMBIA BASIN COLLEGE,PASCO,WA,99301,324,433,216,649,541,2167,0,2165
3775,EASTERN WASHINGTON UNIVERSITY,CHENEY,WA,99004,67,90,45,135,112,163,289,450
3776,EVERETT COMMUNITY COLLEGE,EVERETT,WA,98201,172,230,115,345,288,477,678,1153
3777,HERITAGE UNIVERSITY,TOPPENISH,WA,98948,12,16,8,24,20,35,46,80
3778,GONZAGA UNIVERSITY,SPOKANE,WA,99258,1779,2372,1186,3558,2965,4138,7723,11860
3779,GRAYS HARBOR COLLEGE,ABERDEEN,WA,98520,36,48,24,72,60,98,147,243
3780,GREEN RIVER COMMUNITY COLLEGE,AUBURN,WA,98092,321,428,214,642,535,0,2144,2142
3781,HIGHLINE COMMUNITY COLLEGE,DES MOINES,WA,98198,310,413,206,620,517,111,1959,2069
3782,LOWER COLUMBIA COLLEGE,LONGVIEW,WA,98632,4023,5364,2682,8046,6705,11525,15300,26823
3783,NORTHWEST UNIVERSITY,KIRKLAND,WA,98083,667,889,444,1334,1112,1386,3064,4449
3784,OLYMPIC COLLEGE,BREMERTON,WA,98337,44,58,29,88,73,18,278,294
3785,PACIFIC LUTHERAN UNIVERSITY,TACOMA,WA,98447,222,296,148,444,370,367,1117,1482
3786,PENINSULA COLLEGE,PORT ANGELES,WA,98362,85,114,57,171,143,156,418,572
3787,SEATTLE CENTRAL COMMUNITY COLLEGE,SEATTLE,WA,98122,94,125,62,188,157,236,394,629
3788,SEATTLE PACIFIC UNIVERSITY,SEATTLE,WA,98119,38,51,25,76,63,60,198,255
3790,SEATTLE UNIVERSITY,SEATTLE,WA,98122,14,19,9,28,23,50,48,95
3791,SHORELINE COMMUNITY COLLEGE,SEATTLE,WA,98133,48,64,32,96,80,15,305,320
3792,SKAGIT VALLEY COLLEGE,MOUNT VERNON,WA,98273,9,12,6,18,15,48,16,62
3793,SPOKANE COMMUNITY COLLEGE,SPOKANE,WA,99207,913,1218,609,1827,1523,1653,4441,6092
3794,ST MARTIN'S UNIVERSITY,LACEY,WA,98503,913,1218,609,1827,1523,1653,4441,6092
3796,TACOMA COMMUNITY COLLEGE,TACOMA,WA,98466,35,47,23,70,58,118,121,235
3797,UNIVERSITY OF PUGET SOUND,TACOMA,WA,98416,69,93,46,139,116,44,423,465
3798,UNIVERSITY OF WASHINGTON,SEATTLE,WA,98195,153,205,102,307,256,92,936,1026
3799,WALLA WALLA UNIVERSITY,COLLEGE PLACE,WA,99324,55,73,36,110,92,317,53,369
3800,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,370,494,247,741,617,1074,1399,2470
3801,WENATCHEE VALLEY COLLEGE,WENATCHEE,WA,98801,258,344,172,516,430,667,1054,1720
3802,WESTERN WASHINGTON UNIVERSITY,BELLINGHAM,WA,98225,12,17,8,25,21,3,86,86
3803,WHITMAN COLLEGE,WALLA WALLA,WA,99362,970,1294,647,1941,1617,2851,3621,6470
3804,WHITWORTH UNIVERSITY,SPOKANE,WA,99251,954,1272,636,1908,1590,2543,3818,6360
3805,YAKIMA VALLEY COMMUNITY COLLEGE,YAKIMA,WA,98907,1300,1734,867,2601,2168,3399,5275,8672
5000,PIERCE COLLEGE,LAKEWOOD,WA,98498,164,219,109,328,273,489,609,1095
5001,EDMONDS COMMUNITY COLLEGE,LYNNWOOD,WA,98036,27,37,18,55,46,100,88,186
