School Code,School Name,Address,City,State Code,Zip Code,Student Growth Rating,Growth Reading Grades Tested Pct ES,Growth Math Grades Tested Pct ES,Student Attainment Rating,Creative School Certification,School Survey Ambitious Instruction,School Survey Effective Leaders,School Survey Collaborative Teachers,School Survey Safety,School Survey Parent Teacher Partnership,School Survey Quality Of Facilities,Student Attendance,Teacher Attendance
1149,HUMBOLDT STATE UNIVERSITY,1 HARPST ST,ARCATA,CA,95521,ABOVE AVERAGE,,,BELOW AVERAGE,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96,96.2
1150,CALIF STATE UNIV-SACRAMENTO,6000 J ST,SACRAMENTO,CA,95819,AVERAGE,42,25,BELOW AVERAGE,EMERGING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.3,
1151,SAN DIEGO STATE UNIVERSITY,5500 CAMPANILE DRIVE,SAN DIEGO,CA,92182,AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,83.6,
1153,CALIF STATE UNIV-NORTHRIDGE,18111 NORDHOFF ST,NORTHRIDGE,CA,91330,NO DATA AVAILABLE,52,24,AVERAGE,STRONG,NEUTRAL,VERY WEAK,VERY WEAK,WEAK,WEAK,WEAK,94.6,94.4
1154,SAN FRANCISCO STATE UNIVERSITY,1600 HOLLOWAY AVE,SAN FRANCISCO,CA,94132,AVERAGE,82,75,AVERAGE,STRONG,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,96.4,
1155,SAN JOSE STATE UNIVERSITY,ONE WASHINGTON SQUARE,SAN JOSE,CA,95192,ABOVE AVERAGE,83,53,FAR ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.3,96.2
1156,SONOMA STATE UNIVERSITY,1801 E COTATI AVE,ROHNERT PARK,CA,94928,ABOVE AVERAGE,76,24,BELOW AVERAGE,DEVELOPING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,96,95.5
1157,CALIF STATE UNIV-STANISLAUS,ONE UNIVERSITY CIRCLE,TURLOCK,CA,95382,AVERAGE,14,25,BELOW AVERAGE,EXCELLING,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,STRONG,VERY STRONG,95.3,
1161,CERRITOS COLLEGE,11110 ALONDRA BLVD,NORWALK,CA,90650,BELOW AVERAGE,99,48,NO DATA AVAILABLE,INCOMPLETE DATA,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,96.4,
1162,CHABOT COLLEGE,25555 HESPERIAN BOULEVARD,HAYWARD,CA,94545,NO DATA AVAILABLE,,,BELOW AVERAGE,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,90.2,95.1
1163,CHAFFEY COLLEGE,5885 HAVEN AVENUE,RANCHO CUCAMONGA,CA,91737,BELOW AVERAGE,64,40,FAR ABOVE AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.2,95.4
1164,CHAPMAN UNIVERSITY,ONE UNIVERSITY DRIVE,ORANGE,CA,92866,AVERAGE,75,57,AVERAGE,EXCELLING,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.3,94.5
1166,CITRUS COLLEGE,1000 W FOOTHILL BLVD,GLENDORA,CA,91741,ABOVE AVERAGE,89,78,ABOVE AVERAGE,EXCELLING,STRONG,WEAK,NEUTRAL,STRONG,VERY WEAK,VERY WEAK,96.3,95.8
1170,CLAREMONT MCKENNA COLLEGE,890 COLUMBIA AVE,CLAREMONT,CA,91711,ABOVE AVERAGE,,,BELOW AVERAGE,STRONG,VERY STRONG,VERY STRONG,STRONG,WEAK,STRONG,NEUTRAL,88.5,96
1171,HARVEY MUDD COLLEGE,301 PLATT BOULEVARD,CLAREMONT,CA,91711,AVERAGE,58,9,AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.2,95.2
1172,PITZER COLLEGE,1050 N. MILLS AVE,CLAREMONT,CA,91711,BELOW AVERAGE,96,91,AVERAGE,DEVELOPING,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,95.8,94.5
1173,POMONA COLLEGE,550 N COLLEGE AVE,CLAREMONT,CA,91711,FAR ABOVE AVERAGE,48,24,AVERAGE,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,94.7,96.5
1174,SCRIPPS COLLEGE,1030 COLUMBIA AVE,CLAREMONT,CA,91711,AVERAGE,3,25,BELOW AVERAGE,STRONG,STRONG,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,83.4,93.5
1176,WEST HILLS COMMUNITY COLLEGE,300 CHERRY LANE,COALINGA,CA,93210,BELOW AVERAGE,88,80,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,96.3,95.3
1177,COGSWELL POLYTECHNICAL COLLEGE,1175 BORDEAUX DR,SUNNYVALE,CA,94089,ABOVE AVERAGE,58,31,AVERAGE,STRONG,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.9,94.9
1178,COLLEGE OF MARIN,835 COLLEGE AVENUE,KENTFIELD,CA,94904,AVERAGE,64,73,ABOVE AVERAGE,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,97,
1179,NOTRE DAME DE NAMUR UNIVERSITY,1500 RALSTON AVE,BELMONT,CA,94002,ABOVE AVERAGE,,,BELOW AVERAGE,EMERGING,WEAK,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,46,
1181,COLLEGE OF SAN MATEO,1700 W HILLSDALE BLVD,SAN MATEO,CA,94402,NO DATA AVAILABLE,78,70,FAR ABOVE AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,94.5,95.7
B07022,THE CHICAGO SCHOOL OF PROF PSYCHOLOGY,325 NORTH WELLS STREET,CHICAGO,IL,60610,ABOVE AVERAGE,29,88,BELOW AVERAGE,EMERGING,STRONG,STRONG,STRONG,WEAK,VERY STRONG,STRONG,94.9,94.3
E00377,UNIVERSITY OF CHICAGO GRADUATE,"970 EAST 58TH STREET, RM 411",CHICAGO,IL,60637,AVERAGE,87,58,BELOW AVERAGE,DEVELOPING,STRONG,STRONG,VERY STRONG,WEAK,NEUTRAL,STRONG,97.7,94
E00512,"UNIV OF CHICAGO, BOOTH SCH OF BUS",5807 S. WOODLAWN,CHICAGO,IL,60637,ABOVE AVERAGE,96,72,AVERAGE,EMERGING,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,92.2,
E00606,SO IL UNIV-SCHL OF DENTAL MEDICINE,2800 COLLEGE AVENUE,ALTON,IL,62002,FAR ABOVE AVERAGE,,,BELOW AVERAGE,INCOMPLETE DATA,STRONG,VERY WEAK,WEAK,WEAK,STRONG,VERY STRONG,80.4,
E00773,CHICAGO KENT COLLEGE OF LAW,565 W ADAMS STREET,CHICAGO,IL,60661,NO DATA AVAILABLE,79,52,BELOW AVERAGE,STRONG,STRONG,NEUTRAL,STRONG,VERY WEAK,WEAK,NEUTRAL,95,94.6
E00784,EDUCATORS OF BEAUTY,128 S. 5TH STREET,ROCKFORD,IL,61104,ABOVE AVERAGE,94,88,ABOVE AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96,95.2
E00983,PACIFIC COLLEGE OF ORIENTAL MEDICINE - C,65 E. WACKER PLACE,CHICAGO,IL,60601,FAR ABOVE AVERAGE,81,39,ABOVE AVERAGE,DEVELOPING,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,WEAK,STRONG,96.9,94.8
E01240,HAIR PROFESSIONALS ACADEMY OF COSMETOLOG,1100 NORTH SHERMAN,NAPERVILLE,IL,60563,AVERAGE,64,43,BELOW AVERAGE,EXCELLING,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,92.6,94.7
E01244,RASMUSSEN COLLEGE - ROCKFORD,"6000 EAST STATE STREET, 4TH FLOOR",ROCKFORD,IL,61108,AVERAGE,,,BELOW AVERAGE,STRONG,STRONG,WEAK,NEUTRAL,VERY WEAK,WEAK,STRONG,91.5,95.9
E01510,RASMUSSEN COLLEGE - AURORA,"2363 SEQUOIA DRIVE, SUITE 131",AURORA,IL,60506,BELOW AVERAGE,62,39,BELOW AVERAGE,DEVELOPING,STRONG,STRONG,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,94.1,96.1
E01649,RASMUSSEN COLLEGE - ROMEOVILLE,1400 WEST NORMANTOWN ROAD,ROMEOVILLE,IL,60446,AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,STRONG,STRONG,WEAK,NEUTRAL,WEAK,62,
E01717,CORTIVA INSTITUTE - CHICAGO,241 COMMERCE DRIVE,CRYSTAL LAKE,IL,60014,NO DATA AVAILABLE,,,NO DATA AVAILABLE,EXCELLING,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,77.9,95.3
E01865,RASMUSSEN COLLEGE - MOKENA,8650 WEST SPRING LAKE ROAD,MOKENA,IL,60448,NO DATA AVAILABLE,6,1,AVERAGE,DEVELOPING,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96.8,94.4
E02023,VATTEROTT COLLEGE - FAIRVIEW HEIGHTS,110 COMMERCE LANE,FAIRVIEW HEIGHTS,IL,62208,FAR BELOW AVERAGE,,,NO DATA AVAILABLE,EMERGING,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,94.4,
E02206,PAUL MITCHELL THE SCHOOL ESCANABA - PAUL,106 YORKTOWN CENTER,LOMBARD,IL,60148,NO DATA AVAILABLE,78,82,BELOW AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,VERY WEAK,NEUTRAL,STRONG,92.7,95
E40390,PAUL MITCHELL THE SCHOOL TINLEY PARK,18454 WEST CREEK DRIVE,TINLEY PARK,IL,60477,ABOVE AVERAGE,,,BELOW AVERAGE,INCOMPLETE DATA,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,70.4,
G01661,CHICAGO THEOLOGICAL SEMINARY,5757 S. UNIVERSITY AVENUE,CHICAGO,IL,60637,NO DATA AVAILABLE,94,98,AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.1,
G01682,GARRETT-EVANGELICAL THEOLOGICAL SEM,2121 SHERIDAN RD,EVANSTON,IL,60201,FAR ABOVE AVERAGE,95,78,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,94.8,94.9
G01698,JOHN MARSHALL LAW SCHOOL,315 S PLYMOUTH CT,CHICAGO,IL,60604,FAR ABOVE AVERAGE,,,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,88.8,94.2
G01712,LUTHERAN SCHOOL OF THEOL AT CHICAGO,1100 EAST 55TH STREET,CHICAGO,IL,60615,AVERAGE,,,NO DATA AVAILABLE,EXCELLING,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,92,95.1
G01721,MCCORMICK THEOLOGICAL SEMINARY,5460 S. UNIVERSITY AVENUE,CHICAGO,IL,60615,NO DATA AVAILABLE,,,BELOW AVERAGE,EXCELLING,NEUTRAL,WEAK,STRONG,WEAK,NEUTRAL,NEUTRAL,89.7,95.2
G01723,MEADVILLE LOMBARD THEOLOGICAL SCHOOL,5701 SOUTH WOODLAWN AVENUE,CHICAGO,IL,60637,BELOW AVERAGE,,,AVERAGE,EXCELLING,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,93.3,95.4
G01736,NORTHERN BAPTIST THEOL SEMINARY,660 E BUTTERFIELD RD,LOMBARD,IL,60148,ABOVE AVERAGE,96,48,ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96,96.4
G01765,UNIVERSITY OF ST MARY OF THE LAKE,1000 E MAPLE AVENUE,MUNDELEIN,IL,60060,ABOVE AVERAGE,40,32,BELOW AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,VERY WEAK,NEUTRAL,NEUTRAL,95.2,94.7
G09232,CATHOLIC THEOLOGICAL UNION,5401 SOUTH CORNELL AVENUE,CHICAGO,IL,60615,AVERAGE,36,30,BELOW AVERAGE,EXCELLING,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,STRONG,STRONG,95.4,95.1
G10141,UNIV OF CHICAGO PRITZKER SCH OF MED,924 E 57TH ST SUITE 104,CHICAGO,IL,60637,BELOW AVERAGE,,,FAR BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,STRONG,59.6,
G20681,ADLER UNIVERSITY,17 N. DEARBORN,CHICAGO,IL,60602,NO DATA AVAILABLE,,,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,88.1,94
G20754,DEVRY UNIVERSITY - DOWNERS,3005 HIGHLAND PARKWAY,DOWNERS GROVE,IL,60515,BELOW AVERAGE,,,NO DATA AVAILABLE,EMERGING,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,,94.8
G23192,LAKE FOREST GRAD SCHL OF MGMT,1905 WEST FIELD COURT,LAKE FOREST,IL,60045,NO DATA AVAILABLE,,,FAR BELOW AVERAGE,DEVELOPING,VERY STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,VERY STRONG,86.5,94
G25737,INSTITUTE FOR CLINICAL SOCIAL WORK,401 SOUTH STATE STREET,CHICAGO,IL,60605,BELOW AVERAGE,87,80,BELOW AVERAGE,DEVELOPING,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,STRONG,96,95.1
G35103,ERIKSON INSTITUTE,451 NORTH LASALLE STREET,CHICAGO,IL,60654,ABOVE AVERAGE,79,79,ABOVE AVERAGE,DEVELOPING,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,STRONG,STRONG,96.2,96.9
G36843,NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOO,2650 RIDGE AVENUE,EVANSTON,IL,60201,ABOVE AVERAGE,82,63,BELOW AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95,94.9
1628,AMERICAN ACADEMY OF ART,332 S MICHIGAN AVE,CHICAGO,IL,60604,ABOVE AVERAGE,,,FAR ABOVE AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,93.2,95.5
1633,AUGUSTANA COLLEGE,639 38TH ST,ROCK ISLAND,IL,61201,FAR ABOVE AVERAGE,,,NO DATA AVAILABLE,EXCELLING,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,,94.6
1634,AURORA UNIVERSITY,347 S GLADSTONE AVE,AURORA,IL,60506,NO DATA AVAILABLE,92,55,AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,WEAK,WEAK,NEUTRAL,95.1,94.5
1636,SOUTHWESTERN ILLINOIS COLLEGE,2500 CARLYLE AVE,BELLEVILLE,IL,62221,ABOVE AVERAGE,,,FAR BELOW AVERAGE,DEVELOPING,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,77.9,93.4
1638,BLACK HAWK COLLEGE,6600 34TH AVENUE,MOLINE,IL,61265,FAR BELOW AVERAGE,,,NO DATA AVAILABLE,STRONG,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,91.8,94.5
1639,BLACKBURN COLLEGE,700 COLLEGE AVENUE,CARLINVILLE,IL,62626,NO DATA AVAILABLE,,,NO DATA AVAILABLE,DEVELOPING,,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,72.2,
1640,PRAIRIE STATE COLLEGE,202 SOUTH HALSTED,CHICAGO HEIGHTS,IL,60411,NO DATA AVAILABLE,,,BELOW AVERAGE,DEVELOPING,STRONG,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,88.6,95.5
1641,BRADLEY UNIVERSITY,1501 W BRADLEY AVE,PEORIA,IL,61625,BELOW AVERAGE,30,66,AVERAGE,EXCELLING,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.9,95.3
1643,SPOON RIVER COLLEGE,23235 N COUNTY 22,CANTON,IL,61520,AVERAGE,87,32,BELOW AVERAGE,INCOMPLETE DATA,STRONG,NEUTRAL,STRONG,VERY WEAK,VERY STRONG,STRONG,95.2,94.4
1647,CITY COLLEGES OF CHICAGO,226 W JACKSON BLVD 11TH FLOOR,CHICAGO,IL,60606,AVERAGE,30,39,AVERAGE,EXCELLING,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,VERY WEAK,STRONG,94.9,
1648,TRUMAN COLLEGE,1145 W WILSON AVE,CHICAGO,IL,60640,BELOW AVERAGE,81,47,ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,NEUTRAL,STRONG,STRONG,95.2,95.6
1649,RICHARD J DALEY COLLEGE,7500 S PULASKI RD,CHICAGO,IL,60652,ABOVE AVERAGE,,,FAR BELOW AVERAGE,EMERGING,WEAK,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,46.9,
1650,CITY COLLEGES OF CHICAGO-MALCOLM X,1900 W VAN BUREN,CHICAGO,IL,60612,NO DATA AVAILABLE,73,73,ABOVE AVERAGE,EXCELLING,STRONG,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,WEAK,95.1,94.3
1652,HAROLD WASHINGTON COLLEGE,30 E LAKE ST,CHICAGO,IL,60601,ABOVE AVERAGE,87,50,AVERAGE,DEVELOPING,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,97.2,94.9
1653,OLIVE-HARVEY COLLEGE,10001 SOUTH WOODLAWN AVE,CHICAGO,IL,60628,ABOVE AVERAGE,83,68,AVERAGE,STRONG,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,96.2,96.2
1654,KENNEDY KING COLLEGE,6800 S WENTWORTH AVE,CHICAGO,IL,60621,ABOVE AVERAGE,92,69,ABOVE AVERAGE,STRONG,NEUTRAL,WEAK,NEUTRAL,STRONG,NEUTRAL,WEAK,96.1,95.9
1655,WRIGHT COLLEGE,4300 N NARRAGANSETT AVE,CHICAGO,IL,60634,ABOVE AVERAGE,,,AVERAGE,DEVELOPING,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,VERY STRONG,STRONG,95.7,94.7
1657,MIDWESTERN UNIVERSITY,555 31ST ST,DOWNERS GROVE,IL,60515,NO DATA AVAILABLE,75,50,AVERAGE,DEVELOPING,VERY STRONG,WEAK,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,93.3,95.6
1659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE,3333 GREEN BAY ROAD-FAO,NORTH CHICAGO,IL,60064,ABOVE AVERAGE,38,45,AVERAGE,DEVELOPING,STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,VERY STRONG,95.3,94.2
1663,SPERTUS COLLEGE,610 SOUTH MICHIGAN AVENUE,CHICAGO,IL,60605,AVERAGE,,,BELOW AVERAGE,STRONG,VERY STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,90.5,
1664,UNIVERSITY OF ST FRANCIS,500 N WILCOX STREET,JOLIET,IL,60435,ABOVE AVERAGE,81,55,ABOVE AVERAGE,DEVELOPING,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.4,94.8
1665,COLUMBIA COLLEGE,600 S MICHIGAN AVE,CHICAGO,IL,60605,ABOVE AVERAGE,48,31,BELOW AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,WEAK,WEAK,NEUTRAL,94.2,95.1
1666,CONCORDIA UNIVERSITY,7400 AUGUSTA STREET,RIVER FOREST,IL,60305,AVERAGE,82,58,FAR ABOVE AVERAGE,DEVELOPING,STRONG,WEAK,WEAK,NEUTRAL,WEAK,NEUTRAL,96.3,95.8
1669,DANVILLE AREA COMMUNITY COLLEGE,2000 EAST MAIN STREET,DANVILLE,IL,61832,ABOVE AVERAGE,,,ABOVE AVERAGE,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,96.9,
1671,DEPAUL UNIVERSITY,1 EAST JACKSON,CHICAGO,IL,60604,FAR ABOVE AVERAGE,78,61,FAR ABOVE AVERAGE,EXCELLING,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,97,96.3
1674,EASTERN ILLINOIS UNIVERSITY,600 LINCOLN AVENUE,CHARLESTON,IL,61920,ABOVE AVERAGE,36,70,BELOW AVERAGE,EXCELLING,STRONG,NEUTRAL,STRONG,WEAK,STRONG,STRONG,95,95.1
1675,ELGIN COMMUNITY COLLEGE,1700 SPARTAN DR,ELGIN,IL,60123,AVERAGE,58,45,ABOVE AVERAGE,DEVELOPING,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,95.4,95.9
1676,ELMHURST COLLEGE,190 PROSPECT AVENUE,ELMHURST,IL,60126,AVERAGE,44,23,ABOVE AVERAGE,EXCELLING,NEUTRAL,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,95.4,94.4
1678,EUREKA COLLEGE,300 COLLEGE AVE,EUREKA,IL,61530,AVERAGE,89,87,FAR ABOVE AVERAGE,EXCELLING,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95,95.2
1681,HIGHLAND COMMUNITY COLLEGE,2998 W PEARL CITY RD,FREEPORT,IL,61032,FAR ABOVE AVERAGE,82,57,FAR ABOVE AVERAGE,EXCELLING,STRONG,WEAK,WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95,94.3
1684,GREENVILLE COLLEGE,P.O. BOX 159,GREENVILLE,IL,62246,ABOVE AVERAGE,91,34,ABOVE AVERAGE,STRONG,STRONG,VERY STRONG,VERY STRONG,WEAK,NEUTRAL,NEUTRAL,95.7,95.1
1685,HEBREW THEOLOGICAL COLLEGE,7135 NORTH CARPENTER ROAD,SKOKIE,IL,60077,ABOVE AVERAGE,78,60,ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,94,95.4
1688,ILLINOIS COLLEGE,1101 WEST COLLEGE,JACKSONVILLE,IL,62650,ABOVE AVERAGE,,,FAR BELOW AVERAGE,EMERGING,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,82.2,93.4
1689,ILLINOIS COLLEGE OF OPTOMETRY,3241 S MICHIGAN ST,CHICAGO,IL,60616,BELOW AVERAGE,,,FAR BELOW AVERAGE,EXCELLING,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,VERY STRONG,STRONG,65.9,
1691,ILLINOIS INSTITUTE OF TECHNOLOGY,3300 S FEDERAL ST,CHICAGO,IL,60616,BELOW AVERAGE,,,ABOVE AVERAGE,INCOMPLETE DATA,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,94.9,
1692,ILLINOIS STATE UNIVERSITY,302 HOVEY HALL CAMPUS BOX 1000,NORMAL,IL,61790,FAR ABOVE AVERAGE,83,57,FAR ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,96.1,95.5
1693,NORTHEASTERN ILLINOIS UNIV,5500 NO ST LOUIS,CHICAGO,IL,60625,ABOVE AVERAGE,75,78,FAR ABOVE AVERAGE,STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,97.7,94.7
1694,CHICAGO STATE UNIVERSITY,9501 SOUTH KING DR,CHICAGO,IL,60628,ABOVE AVERAGE,,,NO DATA AVAILABLE,INCOMPLETE DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.4,
1696,ILLINOIS WESLEYAN UNIVERSITY,1312 N. PARK STREET,BLOOMINGTON,IL,61701,NO DATA AVAILABLE,70,37,BELOW AVERAGE,INCOMPLETE DATA,NEUTRAL,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,98.3,
1699,JOLIET JUNIOR COLLEGE,1215 HOUBOLT ROAD,JOLIET,IL,60431,AVERAGE,52,52,AVERAGE,STRONG,STRONG,WEAK,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,93.9,94.5
1700,JUDSON UNIVERSITY,1151 NO STATE STREET,ELGIN,IL,60123,AVERAGE,79,45,BELOW AVERAGE,EXCELLING,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,93.1,95.6
1701,KASKASKIA COLLEGE,27210 COLLEGE RD,CENTRALIA,IL,62801,ABOVE AVERAGE,88,91,ABOVE AVERAGE,EXCELLING,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,95.6,95
1703,KENDALL COLLEGE,900 N. NORTH BRANCH STREET,CHICAGO,IL,60622,FAR ABOVE AVERAGE,98,61,AVERAGE,DEVELOPING,WEAK,WEAK,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,93.1,
1704,KNOX COLLEGE,**,GALESBURG,IL,61401,ABOVE AVERAGE,91,81,AVERAGE,EXCELLING,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,95.1,94.7
1705,ILLINOIS VALLEY COMMUNITY COLLEGE,815 N ORLANDO SMITH AVENUE,OGLESBY,IL,61348,FAR ABOVE AVERAGE,38,19,BELOW AVERAGE,STRONG,STRONG,STRONG,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,92.8,94.6
